2662.7,2286.7,3111.1,1984.7,2217.7,2873.1,2298.6,2625.6,2227.3
1067.6,1417.9,1916,917.9,510.5,1429.9,990.5,1292.3,1152.9
3010.8,3025,4135.9,2259.6,2460,3881.9,2535.4,3870.7,2818.9
120.4,196.4,160.9,116.7,216.5,70.1,124.8,141.9,161.6
648.1,519.9,1171.2,514,477,921.6,443.6,603.5,505.9
535.4,610.8,1030.5,555.6,362.1,950.6,406.4,666.6,601.9
164.3,134.3,198,123.7,84.8,156.4,154.8,159.8,9.4
603.1,397.1,431,798.1,247.1,462.5,1136.2,351.8,330.7
469.8,375.6,454.5,435.3,396.6,359.2,484,404.9,285.1
167.1,95.2,126.5,84.3,62.3,12.7,63.1,29.2,54.4
82.4,79.8,122.9,85.6,89.6,171.6,63.7,90.7,65.3
100.5,122.5,145.4,115.5,107.9,138.7,146.9,104.2,129.7
2065.8,2656.4,940.8,1880.5,2280.6,2484,2224.9,2031.6,1596.5
603.5,111.2,683.4,94.6,669.4,707.1,514.7,739.2,648.8
186.9,404.9,1101.4,396.2,235.4,712,175.4,477.8,339.2
551.9,1298.2,1862.6,1184.8,824.2,1921.6,630.1,813,982.4
263.2,117.3,190.8,116.7,169.4,114.1,188,40.3,153.7
209,173.3,244.4,227.3,249.5,188.3,182.8,203.3,226.4
4825.6,3060.8,4176.3,4398.9,3043.2,3762.4,3666.6,4459.7,5337.6
423.9,315,534.5,287.6,169.7,323.3,309.2,405.7,376.9
1459.4,1630.4,2098,993.9,1888.7,2606.3,826.5,2177.8,3413.6
7371,3159.4,2605.5,5506.2,3212.3,2865,9262.4,2447.5,2911.1
2124.7,1473.6,2165,1212.4,1849.4,1943,1738.9,1243.4,833.3
79.8,117.3,151,104.1,82.6,106.5,79.2,143.9,27.5
227.8,274.7,276.4,199.1,215.9,124,175.8,174.1,47.4
1146,1217.1,1655.2,1006.5,1129.4,1510,782.1,1503.5,1410.2
256.2,220.5,301.2,233.8,194.1,322.5,190.1,115.4,257.7
189.2,126.8,247.5,200.2,178.9,180.8,123.8,186.9,189.8
562.8,420.3,588.5,584.6,522.9,558,646.1,448,468.6
2041.1,2432.1,2967.4,1672.6,2126,2832.2,1452.7,2571.3,2600.6
218.1,168.8,248.8,240.1,622.9,210,208.3,202.6,171.8
372.5,328.2,549.3,428,639.2,394.4,392.7,338.8,444.2
387.6,408.6,387,373.5,444.6,429,366.1,383.3,390.2
985.2,943.6,987.6,1136,960,1218,1042.5,763.4,920.5
504.2,932.5,626.1,620.3,1335.1,823.5,577.5,1074.4,778
867.2,982.5,1154.7,885,812.8,996.8,850.4,248.3,936.2
129.7,47.1,80.5,188.6,840.7,118.1,667.2,109.6,152
1753.7,1869.2,2118.2,1508,1360.9,2175.5,1414.3,1465.3,1978.4
274.1,161,198.1,165.3,177.2,159.8,221.5,178.1,155.8
1549.2,1263.7,1016.8,1412.7,1303.3,1718.1,1692.5,980.1,1057.8
996.7,1024.7,1089.8,960.2,896.3,1182.2,1061.1,889.9,967.5
77.3,79.5,72.5,89,79.5,77.1,84.1,50,69.7
17,72.4,87.4,90.6,83.3,47.7,68.5,77.2,80.7
1203.9,1094,1390.1,1202.2,1103.7,1183.5,1313.8,1082,1044.1
205.1,132.3,295,224.8,176.2,375.4,235.4,325.7,422.7
612.7,729.6,1010.5,333.3,312.9,510.8,69.2,247.4,769.4
825.5,767,953.5,770.8,729.5,716.2,974.2,723.2,841.4
111.6,47.2,145.9,126.6,132.1,134.3,101.9,98.7,122.8
46.1,74.8,61.9,66.5,77.5,70.1,50.5,124.6,101.5
219.4,337.5,135.8,578.2,541.2,277.6,296.7,405.1,1204.4
502.2,896.8,863.3,499.6,683.2,1253.1,458.4,365.9,861.7
435.1,161.7,304.3,343.5,222.7,134.9,516,612.3,401.6
8011.3,9433.5,11769.8,7919.7,6150.2,10056.4,1791.5,13122.8,10344
743.8,959.2,403.9,694.9,516.7,582.1,781.4,1145.2,1308.9
629.1,792.7,728.8,638.1,687.5,665.8,733.2,888.7,1115
1671.5,2149,2027.5,1515.3,2426.9,708.2,1838.5,2281.5,3221.1
371.7,611.4,211.2,277.2,206.3,512.1,433.2,249,695.5
446.9,470.1,791.8,668.3,562.6,701.3,217.4,372.4,483.1
105.2,199.2,168.7,99.6,146,156.2,125.2,167.8,214.4
178,221.9,290.7,204.2,82.1,297.3,147.8,156.3,295.4
2033.4,2276.9,4139.8,2237,2378.5,3060.9,1670.8,3464.9,3104.2
84.6,70.6,142.9,184.7,460.6,110.2,121,106.4,186.8
11326,14606.2,15725.5,10855.5,15312.2,16965.9,17484.8,12754.3,15787.5
411.1,397.5,450.7,588.5,403.4,551,345.9,677.3,534.5
342.3,296,608.5,232,243.8,596.7,379.7,96.3,283.7
1880.3,1393.4,1448.1,2566.7,1034.1,2312.1,1848.7,985.1,2173.7
689.4,518.6,595.5,1456.2,601.1,878.3,229,274.5,897.6
186.6,102.3,176.2,418.9,147.2,223.2,233.2,129.2,183
254.8,136,413,275.5,378.3,269.6,231,156.9,246.3
74.6,39.3,78.5,65.2,32.9,97.7,81.8,72.9,118.5
237.5,199.6,142.7,286.4,130.2,305.6,384.2,127.7,116.2
291.6,259.3,608.4,288.4,354.2,548.1,826.3,264.5,265.9
3278.5,2270.1,2094.6,3049.9,2457.9,2540.4,4102.9,2179.3,2541
1437.8,2273.6,2133.7,1662.9,2556.4,1895.5,1501.6,1542.4,1839.5
680.5,1567.7,2121.6,1242.9,1316.5,1646.9,1038.9,238.7,615.6
523.9,1117.7,715.1,797.6,1357.6,840.5,727.1,604,813.1
935.8,1556.7,1698.9,1598.5,435,1816.5,1218.6,1762.4,1850.7
938.1,1563.6,1196.3,916.1,1623.5,1565.9,1155.5,1310,1266.4
134.9,99.1,51.4,185.7,55.4,126.5,197.2,76.5,73.3
332.3,984.4,750.6,659.4,1036.6,783.6,675.8,498.1,609
1012.4,1333.9,1240.7,1258,1951.7,1032.7,1044.4,938.7,1235.4
119.4,528.3,200.5,317.3,569.8,211.5,286.3,160.7,291
917.6,438.2,350.9,655,2176.8,773.8,550.4,602.4,491.8
630.3,401.5,649.9,428.3,724.8,802.4,296.3,465.6,1092.6
305.3,336.7,324.1,273.4,432.1,371.6,246.7,333.2,371.6
1511.7,1744.8,846,1230,1512.5,1390.6,1522.6,1373.4,1622.4
929.6,1026.8,687,468.3,1811.1,2015.7,915.9,656,1981.1
997.8,1200.4,1095.4,1100.3,1860.4,1013.5,1028.6,989.6,1054.6
2066.5,2354,1384.4,2978.3,2883.7,3623.6,1554.8,2180.2,2673.3
935.5,1031.8,1616.9,1040.5,1598.4,925.6,898.5,834,760.5
1656.1,1970.8,869.7,573.9,2099.3,1683,1612.5,1899.7,2778.8
109.3,369.5,96.8,126.5,199.9,563.4,204.4,91.2,207.4
371,208.4,331,327.8,278.8,265.4,210.6,300.2,312.3
566.3,430.6,631.2,594.2,407.3,633.5,545.3,444.4,506.9
130.5,127.8,134.3,130.8,140,43.7,96.6,118.1,160.9
508.3,376.5,404.7,398.8,340.1,453.4,523.3,391,373.5
3263.6,1313,1725.2,3624.9,2272.3,1731.4,4602.8,1280.2,1823.3
164,102.8,108.3,141.5,140.5,123,133.3,111.9,124.7
1240,403.3,561,1374.2,635,474.5,1553.1,536.3,593.6
100.7,96.8,217.7,102.1,86.4,152.9,43.5,145.3,150.2
1275.9,1729.8,1617.9,1635.6,1766.6,1539,1401.7,1505.2,1645.5
422.9,298.8,425,365.4,263.1,282.2,373.3,340.1,345.6
55.4,122.4,138.2,84.1,190.9,109.7,224.4,27.4,114.3
1416.8,1137.1,1423.7,1399,1681.5,1495,1469.4,1133.8,999.3
124,149.8,186.6,182.4,157,158.2,138.3,147.6,178.3
107,93.7,93.2,149.5,77.5,60.8,136.1,86.8,79.7
730.5,1080.3,1597.6,1195.1,1163.2,1317.7,585.3,1194.4,1395
