 node, mean, sd, MC error,2.50%,median,97.50%,start,sample
M.pos[136],0.5849,0.4927,0.004591,0,1,1,4001,22000
M.pos[137],0.6047,0.4889,0.00453,0,1,1,4001,22000
M.pos[138],0.5765,0.4941,0.004932,0,1,1,4001,22000
M.pos[139],0.4499,0.4975,0.005147,0,0,1,4001,22000
M.pos[140],0.3905,0.4879,0.005223,0,0,1,4001,22000
M.pos[141],0.4817,0.4997,0.005196,0,0,1,4001,22000
M.pos[142],0.3805,0.4855,0.004599,0,0,1,4001,22000
M.pos[143],0.4783,0.4995,0.004965,0,0,1,4001,22000
M.pos[144],0.6632,0.4726,0.005098,0,1,1,4001,22000
M.pos[145],0.4352,0.4958,0.005221,0,0,1,4001,22000
M.pos[146],0.4437,0.4968,0.004991,0,0,1,4001,22000
M.pos[147],0.4055,0.491,0.005091,0,0,1,4001,22000
M.pos[148],0.3625,0.4807,0.004761,0,0,1,4001,22000
M.pos[149],0.3024,0.4593,0.004367,0,0,1,4001,22000
M.pos[150],0.308,0.4617,0.004379,0,0,1,4001,22000
M.pos[151],0.3046,0.4603,0.004566,0,0,1,4001,22000
M.pos[152],0.4667,0.4989,0.004713,0,0,1,4001,22000
M.pos[153],0.4855,0.4998,0.005056,0,0,1,4001,22000
M.pos[154],0.2989,0.4578,0.004369,0,0,1,4001,22000
M.pos[155],0.4648,0.4988,0.00521,0,0,1,4001,22000
M.pos[156],0.5204,0.4996,0.005295,0,1,1,4001,22000
M.pos[157],0.3067,0.4611,0.004643,0,0,1,4001,22000
M.pos[158],0.5085,0.4999,0.005078,0,1,1,4001,22000
M.pos[159],0.5439,0.4981,0.005178,0,1,1,4001,22000
M.pos[160],0.8863,0.3174,0.002881,0,1,1,4001,22000
M.pos[161],0.3133,0.4638,0.004757,0,0,1,4001,22000
M.pos[162],0.4586,0.4983,0.005028,0,0,1,4001,22000
M.pos[163],0.3978,0.4894,0.004927,0,0,1,4001,22000
M.pos[164],0.5725,0.4947,0.005438,0,1,1,4001,22000
M.pos[165],0.7195,0.4492,0.004717,0,1,1,4001,22000
M.pos[166],0.5066,0.5,0.005237,0,1,1,4001,22000
M.pos[167],0.468,0.499,0.005055,0,0,1,4001,22000
M.pos[168],0.4392,0.4963,0.005249,0,0,1,4001,22000
M.pos[169],0.1657,0.3718,0.003596,0,0,1,4001,22000
M.pos[170],0.2576,0.4373,0.00399,0,0,1,4001,22000
M.pos[171],0.3139,0.4641,0.005206,0,0,1,4001,22000
M.pos[172],0.5741,0.4945,0.004867,0,1,1,4001,22000
M.pos[173],0.399,0.4897,0.005117,0,0,1,4001,22000
M.pos[174],0.4568,0.4981,0.00472,0,0,1,4001,22000
M.pos[175],0.5157,0.4998,0.005594,0,1,1,4001,22000
M.pos[176],0.6314,0.4824,0.005074,0,1,1,4001,22000
M.pos[177],0.4981,0.5,0.005391,0,0,1,4001,22000
M.pos[178],0.3435,0.4749,0.005063,0,0,1,4001,22000
M.pos[179],0.6775,0.4674,0.005189,0,1,1,4001,22000
M.pos[180],0.7771,0.4162,0.004324,0,1,1,4001,22000
M.pos[181],0.7183,0.4498,0.004795,0,1,1,4001,22000
M.pos[182],0.7248,0.4466,0.004793,0,1,1,4001,22000
M.pos[183],0.7409,0.4382,0.004319,0,1,1,4001,22000
M.pos[184],0.5074,0.4999,0.005218,0,1,1,4001,22000
M.pos[185],0.483,0.4997,0.005055,0,0,1,4001,22000
M.pos[186],0.4802,0.4996,0.005084,0,0,1,4001,22000
M.pos[187],0.5051,0.5,0.005078,0,1,1,4001,22000
M.pos[188],0.4136,0.4925,0.005402,0,0,1,4001,22000
M.pos[189],0.3829,0.4861,0.005041,0,0,1,4001,22000
M.pos[190],0.2483,0.432,0.004214,0,0,1,4001,22000
M.pos[191],0.5564,0.4968,0.005242,0,1,1,4001,22000
M.pos[192],0.4941,0.5,0.004953,0,0,1,4001,22000
M.pos[193],0.3118,0.4632,0.004473,0,0,1,4001,22000
M.pos[194],0.68,0.4665,0.004574,0,1,1,4001,22000
M.pos[195],0.7025,0.4572,0.004745,0,1,1,4001,22000
M.pos[196],0.4832,0.4997,0.005083,0,0,1,4001,22000
M.pos[197],0.6465,0.4781,0.004876,0,1,1,4001,22000
M.pos[198],0.7355,0.4411,0.004315,0,1,1,4001,22000
M.pos[199],0.6183,0.4858,0.005047,0,1,1,4001,22000
M.pos[200],0.4683,0.499,0.005148,0,0,1,4001,22000
M.pos[201],0.4405,0.4965,0.005125,0,0,1,4001,22000
M.pos[202],0.71,0.4537,0.004649,0,1,1,4001,22000
M.pos[203],0.429,0.4949,0.005111,0,0,1,4001,22000
M.pos[204],0.4335,0.4956,0.005579,0,0,1,4001,22000
M.pos[205],0.357,0.4791,0.004638,0,0,1,4001,22000
M.pos[206],0.2858,0.4518,0.004297,0,0,1,4001,22000
M.pos[207],0.44,0.4964,0.00481,0,0,1,4001,22000
M.pos[208],0.4976,0.5,0.004997,0,0,1,4001,22000
M.pos[209],0.72,0.449,0.003994,0,1,1,4001,22000
M.pos[210],0.5848,0.4928,0.004951,0,1,1,4001,22000
M.pos[211],0.5697,0.4951,0.004728,0,1,1,4001,22000
M.pos[212],0.6442,0.4787,0.005081,0,1,1,4001,22000
M.pos[213],0.606,0.4886,0.005623,0,1,1,4001,22000
M.pos[214],0.6088,0.488,0.00517,0,1,1,4001,22000
M.pos[215],0.2876,0.4527,0.004756,0,0,1,4001,22000
M.pos[216],0.7701,0.4208,0.004558,0,1,1,4001,22000
M.pos[217],0.4571,0.4982,0.005318,0,0,1,4001,22000
M.pos[218],0.4396,0.4963,0.005469,0,0,1,4001,22000
M.pos[219],0.4842,0.4997,0.00467,0,0,1,4001,22000
M.pos[220],0.288,0.4529,0.004736,0,0,1,4001,22000
M.pos[221],0.4129,0.4924,0.005326,0,0,1,4001,22000
M.pos[222],0.4985,0.5,0.005572,0,0,1,4001,22000
M.pos[223],0.513,0.4998,0.005279,0,1,1,4001,22000
M.pos[224],0.3821,0.4859,0.004959,0,0,1,4001,22000
M.pos[225],0.3143,0.4642,0.00458,0,0,1,4001,22000
M.pos[226],0.3385,0.4732,0.004824,0,0,1,4001,22000
M.pos[227],0.3254,0.4685,0.004621,0,0,1,4001,22000
M.pos[228],0.6402,0.4799,0.004682,0,1,1,4001,22000
M.pos[229],0.51,0.4999,0.005306,0,1,1,4001,22000
M.pos[230],0.5177,0.4997,0.004906,0,1,1,4001,22000
M.pos[231],0.4171,0.4931,0.004916,0,0,1,4001,22000
M.pos[232],0.4775,0.4995,0.005114,0,0,1,4001,22000
M.pos[233],0.3534,0.478,0.005052,0,0,1,4001,22000
M.pos[234],0.514,0.4998,0.005236,0,1,1,4001,22000
M.pos[235],0.4245,0.4943,0.004876,0,0,1,4001,22000
M.pos[236],0.3177,0.4656,0.00492,0,0,1,4001,22000
M.pos[237],0.3098,0.4624,0.005092,0,0,1,4001,22000
M.pos[238],0.3955,0.489,0.004887,0,0,1,4001,22000
M.pos[239],0.486,0.4998,0.005086,0,0,1,4001,22000
M.pos[240],0.5033,0.5,0.005091,0,1,1,4001,22000
M.pos[241],0.4027,0.4904,0.00475,0,0,1,4001,22000
M.pos[242],0.4651,0.4988,0.005055,0,0,1,4001,22000
M.pos[243],0.363,0.4809,0.005184,0,0,1,4001,22000
M.pos[244],0.5847,0.4928,0.004843,0,1,1,4001,22000
M.pos[245],0.6,0.4899,0.004846,0,1,1,4001,22000
M.pos[246],0.5567,0.4968,0.00466,0,1,1,4001,22000
M.pos[247],0.4616,0.4985,0.00493,0,0,1,4001,22000
M.pos[248],0.4735,0.4993,0.005347,0,0,1,4001,22000
M.pos[249],0.6266,0.4837,0.004785,0,1,1,4001,22000
M.pos[250],0.434,0.4956,0.0049,0,0,1,4001,22000
M.pos[251],0.642,0.4794,0.004672,0,1,1,4001,22000
M.pos[252],0.432,0.4953,0.004919,0,0,1,4001,22000
M.pos[253],0.557,0.4967,0.005112,0,1,1,4001,22000
M.pos[254],0.361,0.4803,0.004777,0,0,1,4001,22000
M.pos[255],0.3985,0.4896,0.004791,0,0,1,4001,22000
M.pos[256],0.3139,0.4641,0.004674,0,0,1,4001,22000
M.pos[257],0.519,0.4996,0.005162,0,1,1,4001,22000
M.pos[258],0.5283,0.4992,0.005157,0,1,1,4001,22000
M.pos[259],0.5822,0.4932,0.004819,0,1,1,4001,22000
M.pos[260],0.3091,0.4621,0.004945,0,0,1,4001,22000
M.pos[261],0.3055,0.4606,0.00489,0,0,1,4001,22000
M.pos[262],0.5167,0.4997,0.005303,0,1,1,4001,22000
M.pos[263],0.4569,0.4981,0.005033,0,0,1,4001,22000
M.pos[264],0.4841,0.4997,0.005347,0,0,1,4001,22000
M.pos[265],0.4943,0.5,0.004824,0,0,1,4001,22000
M.pos[266],0.3388,0.4733,0.004625,0,0,1,4001,22000
M.pos[267],0.4098,0.4918,0.005138,0,0,1,4001,22000
M.pos[268],0.3571,0.4791,0.004619,0,0,1,4001,22000
M.pos[269],0.3474,0.4761,0.004895,0,0,1,4001,22000
M.pos[270],0.757,0.4289,0.004251,0,1,1,4001,22000
M.pos[271],0.527,0.4993,0.00498,0,1,1,4001,22000
M.pos[272],0.2833,0.4506,0.004074,0,0,1,4001,22000
M.pos[273],0.3679,0.4822,0.005636,0,0,1,4001,22000
M.pos[274],0.6224,0.4848,0.005282,0,1,1,4001,22000
M.pos[275],0.3659,0.4817,0.004681,0,0,1,4001,22000
M.pos[276],0.3986,0.4896,0.004935,0,0,1,4001,22000
M.pos[277],0.3895,0.4876,0.004891,0,0,1,4001,22000
M.pos[278],0.4966,0.5,0.004863,0,0,1,4001,22000
M.pos[279],0.7025,0.4571,0.004699,0,1,1,4001,22000
M.pos[280],0.342,0.4744,0.004846,0,0,1,4001,22000
M.pos[281],0.4534,0.4978,0.005055,0,0,1,4001,22000
M.pos[282],0.4748,0.4994,0.004896,0,0,1,4001,22000
M.pos[283],0.5498,0.4975,0.005028,0,1,1,4001,22000
M.pos[284],0.507,0.5,0.005025,0,1,1,4001,22000
M.pos[285],0.3261,0.4688,0.004574,0,0,1,4001,22000
M.pos[286],0.3802,0.4854,0.005581,0,0,1,4001,22000
M.pos[287],0.3485,0.4765,0.004824,0,0,1,4001,22000
M.pos[288],0.3213,0.467,0.004936,0,0,1,4001,22000
M.pos[289],0.3642,0.4812,0.005237,0,0,1,4001,22000
M.pos[290],0.4105,0.4919,0.004826,0,0,1,4001,22000
M.pos[291],0.3385,0.4732,0.005039,0,0,1,4001,22000
M.pos[292],0.4807,0.4996,0.005223,0,0,1,4001,22000
M.pos[293],0.43,0.4951,0.005019,0,0,1,4001,22000
M.pos[294],0.282,0.45,0.004512,0,0,1,4001,22000
M.pos[295],0.309,0.4621,0.004852,0,0,1,4001,22000
M.pos[296],0.2635,0.4405,0.004514,0,0,1,4001,22000
M.pos[297],0.4842,0.4997,0.005148,0,0,1,4001,22000
M.pos[298],0.8998,0.3002,0.002878,0,1,1,4001,22000
M.pos[299],0.4555,0.498,0.005338,0,0,1,4001,22000
M.pos[300],0.4253,0.4944,0.004987,0,0,1,4001,22000
M.pos[301],0.2518,0.4341,0.003873,0,0,1,4001,22000
M.pos[302],0.549,0.4976,0.005085,0,1,1,4001,22000
M.pos[303],0.4233,0.4941,0.005307,0,0,1,4001,22000
M.pos[304],0.5188,0.4996,0.005056,0,1,1,4001,22000
M.pos[305],0.3369,0.4727,0.004709,0,0,1,4001,22000
M.pos[306],0.16,0.3666,0.003413,0,0,1,4001,22000
M.pos[307],0.2685,0.4432,0.004454,0,0,1,4001,22000
M.pos[308],0.604,0.4891,0.005155,0,1,1,4001,22000
M.pos[309],0.4407,0.4965,0.004656,0,0,1,4001,22000
M.pos[310],0.2654,0.4415,0.004713,0,0,1,4001,22000
M.pos[311],0.5569,0.4968,0.005541,0,1,1,4001,22000
M.pos[312],0.4409,0.4965,0.004835,0,0,1,4001,22000
M.pos[313],0.5569,0.4968,0.005281,0,1,1,4001,22000
M.pos[314],0.6877,0.4634,0.004562,0,1,1,4001,22000
M.pos[315],0.5198,0.4996,0.005589,0,1,1,4001,22000
M.pos[316],0.7664,0.4231,0.004059,0,1,1,4001,22000
M.pos[317],0.5335,0.4989,0.004742,0,1,1,4001,22000
M.pos[318],0.66,0.4737,0.004476,0,1,1,4001,22000
M.pos[319],0.7183,0.4498,0.004396,0,1,1,4001,22000
M.pos[320],0.5118,0.4999,0.005193,0,1,1,4001,22000
M.pos[321],0.5532,0.4972,0.005138,0,1,1,4001,22000
M.pos[322],0.4311,0.4952,0.005115,0,0,1,4001,22000
M.pos[323],0.3705,0.4829,0.004935,0,0,1,4001,22000
M.pos[324],0.5805,0.4935,0.004969,0,1,1,4001,22000
M.pos[325],0.5831,0.493,0.004939,0,1,1,4001,22000
M.pos[326],0.5536,0.4971,0.005287,0,1,1,4001,22000
M.pos[327],0.3847,0.4865,0.005102,0,0,1,4001,22000
M.pos[328],0.6929,0.4613,0.00448,0,1,1,4001,22000
M.pos[329],0.5144,0.4998,0.00489,0,1,1,4001,22000
M.pos[330],0.4566,0.4981,0.004883,0,0,1,4001,22000
M.pos[331],0.3532,0.478,0.004909,0,0,1,4001,22000
M.pos[332],0.6305,0.4827,0.004916,0,1,1,4001,22000
M.pos[333],0.6713,0.4697,0.004524,0,1,1,4001,22000
M.pos[334],0.6314,0.4824,0.005021,0,1,1,4001,22000
M.pos[335],0.4805,0.4996,0.004965,0,0,1,4001,22000
M.pos[336],0.5817,0.4933,0.005599,0,1,1,4001,22000
M.pos[337],0.555,0.497,0.00537,0,1,1,4001,22000
M.pos[338],0.477,0.4995,0.005133,0,0,1,4001,22000
M.pos[339],0.4424,0.4967,0.005138,0,0,1,4001,22000
M.pos[340],0.4297,0.495,0.004855,0,0,1,4001,22000
M.pos[341],0.5916,0.4915,0.005229,0,1,1,4001,22000
M.pos[342],0.7043,0.4564,0.004805,0,1,1,4001,22000
M.pos[343],0.4583,0.4983,0.005295,0,0,1,4001,22000
M.pos[344],0.3181,0.4658,0.004422,0,0,1,4001,22000
M.pos[345],0.7331,0.4423,0.004401,0,1,1,4001,22000
M.pos[346],0.678,0.4672,0.004872,0,1,1,4001,22000
M.pos[347],0.571,0.4949,0.005075,0,1,1,4001,22000
M.pos[348],0.4621,0.4986,0.005722,0,0,1,4001,22000
M.pos[349],0.4881,0.4999,0.00576,0,0,1,4001,22000
M.pos[350],0.2764,0.4472,0.004353,0,0,1,4001,22000
M.pos[351],0.6333,0.4819,0.004953,0,1,1,4001,22000
M.pos[352],0.5075,0.4999,0.004994,0,1,1,4001,22000
M.pos[353],0.4786,0.4995,0.004971,0,0,1,4001,22000
M.pos[354],0.7797,0.4145,0.004093,0,1,1,4001,22000
M.pos[355],0.672,0.4695,0.005004,0,1,1,4001,22000
M.pos[356],0.2907,0.4541,0.004599,0,0,1,4001,22000
M.pos[357],0.3945,0.4888,0.00477,0,0,1,4001,22000
M.pos[358],0.4243,0.4942,0.005239,0,0,1,4001,22000
M.pos[359],0.4207,0.4937,0.004804,0,0,1,4001,22000
M.pos[360],0.6166,0.4862,0.004291,0,1,1,4001,22000
M.pos[361],0.6654,0.4719,0.00472,0,1,1,4001,22000
M.pos[362],0.6204,0.4853,0.004766,0,1,1,4001,22000
M.pos[363],0.6875,0.4635,0.004855,0,1,1,4001,22000
M.pos[364],0.434,0.4956,0.005169,0,0,1,4001,22000
M.pos[365],0.2968,0.4569,0.004461,0,0,1,4001,22000
M.pos[366],0.3726,0.4835,0.005154,0,0,1,4001,22000
M.pos[367],0.5775,0.494,0.004786,0,1,1,4001,22000
M.pos[368],0.425,0.4943,0.005055,0,0,1,4001,22000
M.pos[369],0.3597,0.4799,0.00526,0,0,1,4001,22000
M.pos[370],0.399,0.4897,0.004993,0,0,1,4001,22000
M.pos[371],0.5825,0.4931,0.004802,0,1,1,4001,22000
M.pos[372],0.5118,0.4999,0.00512,0,1,1,4001,22000
M.pos[373],0.3011,0.4587,0.004563,0,0,1,4001,22000
M.pos[374],0.3237,0.4679,0.004452,0,0,1,4001,22000
M.pos[375],0.4547,0.4979,0.004861,0,0,1,4001,22000
M.pos[376],0.6759,0.4681,0.004773,0,1,1,4001,22000
M.pos[377],0.4893,0.4999,0.005477,0,0,1,4001,22000
M.pos[378],0.3117,0.4632,0.00472,0,0,1,4001,22000
M.pos[379],0.6425,0.4793,0.004882,0,1,1,4001,22000
M.pos[380],0.5174,0.4997,0.005262,0,1,1,4001,22000
M.pos[381],0.5436,0.4981,0.004576,0,1,1,4001,22000
M.pos[382],0.3373,0.4728,0.004843,0,0,1,4001,22000
M.pos[383],0.5184,0.4997,0.004899,0,1,1,4001,22000
M.pos[384],0.4895,0.4999,0.005009,0,0,1,4001,22000
M.pos[385],0.3502,0.477,0.004492,0,0,1,4001,22000
M.pos[386],0.238,0.4258,0.004084,0,0,1,4001,22000
M.pos[387],0.5735,0.4946,0.004974,0,1,1,4001,22000
M.pos[388],0.55,0.4975,0.004915,0,1,1,4001,22000
M.pos[389],0.6951,0.4603,0.004385,0,1,1,4001,22000
M.pos[390],0.4535,0.4978,0.00465,0,0,1,4001,22000
M.pos[391],0.471,0.4992,0.00524,0,0,1,4001,22000
M.pos[392],0.4954,0.5,0.005445,0,0,1,4001,22000
M.pos[393],0.3326,0.4711,0.004726,0,0,1,4001,22000
M.pos[394],0.3359,0.4723,0.004911,0,0,1,4001,22000
M.pos[395],0.2522,0.4343,0.004609,0,0,1,4001,22000
M.pos[396],0.215,0.4109,0.003792,0,0,1,4001,22000
M.pos[397],0.3663,0.4818,0.004919,0,0,1,4001,22000
M.pos[398],0.3481,0.4764,0.004897,0,0,1,4001,22000
M.pos[399],0.3085,0.4619,0.004483,0,0,1,4001,22000
M.pos[400],0.2803,0.4491,0.00417,0,0,1,4001,22000
M.pos[401],0.4072,0.4913,0.004881,0,0,1,4001,22000
M.pos[402],0.7844,0.4113,0.004248,0,1,1,4001,22000
M.pos[403],0.2522,0.4343,0.004087,0,0,1,4001,22000
M.pos[404],0.6086,0.4881,0.005011,0,1,1,4001,22000
M.pos[405],0.3952,0.4889,0.005042,0,0,1,4001,22000
M.pos[406],0.4092,0.4917,0.005102,0,0,1,4001,22000
M.pos[407],0.3188,0.466,0.004757,0,0,1,4001,22000
M.pos[408],0.6753,0.4683,0.004996,0,1,1,4001,22000
M.pos[409],0.6488,0.4773,0.004866,0,1,1,4001,22000
M.pos[410],0.2473,0.4314,0.004269,0,0,1,4001,22000
M.pos[411],0.3315,0.4708,0.004831,0,0,1,4001,22000
M.pos[412],0.5144,0.4998,0.004781,0,1,1,4001,22000
M.pos[413],0.2694,0.4437,0.004644,0,0,1,4001,22000
