 node, mean, sd, MC error,2.50%,median,97.50%,start,sample
M.mixed[114],0.8215,0.3829,0.002589,0,1,1,4001,22000
M.mixed[115],0.6225,0.4848,0.00344,0,1,1,4001,22000
M.mixed[116],0.5077,0.4999,0.003459,0,1,1,4001,22000
M.mixed[117],0.9901,0.09882,6.76E-04,1,1,1,4001,22000
M.mixed[118],0.4165,0.493,0.003209,0,0,1,4001,22000
M.mixed[119],0.1089,0.3115,0.002168,0,0,1,4001,22000
M.mixed[120],0.1541,0.361,0.002181,0,0,1,4001,22000
M.mixed[121],0.6441,0.4788,0.003474,0,1,1,4001,22000
M.mixed[122],0.9714,0.1667,0.001136,0,1,1,4001,22000
M.mixed[123],0.5933,0.4912,0.003103,0,1,1,4001,22000
M.mixed[124],0.5323,0.499,0.003057,0,1,1,4001,22000
M.mixed[125],0.6549,0.4754,0.003508,0,1,1,4001,22000
M.mixed[126],0.8436,0.3632,0.00235,0,1,1,4001,22000
M.mixed[127],0.1555,0.3624,0.002303,0,0,1,4001,22000
M.mixed[128],0.9222,0.2679,0.001737,0,1,1,4001,22000
M.mixed[129],0.5094,0.4999,0.003228,0,1,1,4001,22000
M.mixed[130],0.6311,0.4825,0.003335,0,1,1,4001,22000
M.mixed[131],0.01645,0.1272,8.93E-04,0,0,0,4001,22000
M.mixed[132],0.5145,0.4998,0.003564,0,1,1,4001,22000
M.mixed[133],0.2644,0.441,0.002996,0,0,1,4001,22000
M.mixed[134],0.907,0.2905,0.001839,0,1,1,4001,22000
M.mixed[135],0.7879,0.4088,0.002827,0,1,1,4001,22000
M.mixed[136],0.709,0.4542,0.002998,0,1,1,4001,22000
M.mixed[137],0.7419,0.4376,0.003202,0,1,1,4001,22000
M.mixed[138],0.6932,0.4612,0.003078,0,1,1,4001,22000
M.mixed[139],0.381,0.4856,0.002889,0,0,1,4001,22000
M.mixed[140],0.2462,0.4308,0.002813,0,0,1,4001,22000
M.mixed[141],0.4752,0.4994,0.003335,0,0,1,4001,22000
M.mixed[142],0.2369,0.4252,0.002912,0,0,1,4001,22000
M.mixed[143],0.4923,0.4999,0.003139,0,0,1,4001,22000
M.mixed[144],0.8525,0.3546,0.002436,0,1,1,4001,22000
M.mixed[145],0.357,0.4791,0.003302,0,0,1,4001,22000
M.mixed[146],0.3786,0.485,0.003377,0,0,1,4001,22000
M.mixed[147],0.2795,0.4488,0.002947,0,0,1,4001,22000
M.mixed[148],0.1979,0.3984,0.002548,0,0,1,4001,22000
M.mixed[149],0.09305,0.2905,0.001741,0,0,1,4001,22000
M.mixed[150],0.09277,0.2901,0.001871,0,0,1,4001,22000
M.mixed[151],0.1014,0.3018,0.002099,0,0,1,4001,22000
M.mixed[152],0.4383,0.4962,0.003267,0,0,1,4001,22000
M.mixed[153],0.4812,0.4996,0.003328,0,0,1,4001,22000
M.mixed[154],0.08055,0.2721,0.001926,0,0,1,4001,22000
M.mixed[155],0.4322,0.4954,0.003093,0,0,1,4001,22000
M.mixed[156],0.566,0.4956,0.003438,0,1,1,4001,22000
M.mixed[157],0.088,0.2833,0.001898,0,0,1,4001,22000
M.mixed[158],0.5419,0.4982,0.003434,0,1,1,4001,22000
M.mixed[159],0.6165,0.4862,0.00322,0,1,1,4001,22000
M.mixed[160],0.9952,0.06925,4.75E-04,1,1,1,4001,22000
M.mixed[161],0.099,0.2987,0.002173,0,0,1,4001,22000
M.mixed[162],0.4054,0.491,0.003411,0,0,1,4001,22000
M.mixed[163],0.2602,0.4387,0.002852,0,0,1,4001,22000
M.mixed[164],0.7061,0.4556,0.002845,0,1,1,4001,22000
M.mixed[165],0.9193,0.2723,0.001797,0,1,1,4001,22000
M.mixed[166],0.526,0.4993,0.003079,0,1,1,4001,22000
M.mixed[167],0.4494,0.4974,0.003055,0,0,1,4001,22000
M.mixed[168],0.3721,0.4834,0.003008,0,0,1,4001,22000
M.mixed[169],0.002955,0.05428,3.99E-04,0,0,0,4001,22000
M.mixed[170],0.04105,0.1984,0.001292,0,0,1,4001,22000
M.mixed[171],0.1081,0.3106,0.002168,0,0,1,4001,22000
M.mixed[172],0.6858,0.4642,0.00297,0,1,1,4001,22000
M.mixed[173],0.2722,0.4451,0.003019,0,0,1,4001,22000
M.mixed[174],0.4085,0.4915,0.003186,0,0,1,4001,22000
M.mixed[175],0.5837,0.4929,0.003421,0,1,1,4001,22000
M.mixed[176],0.8115,0.3911,0.002724,0,1,1,4001,22000
M.mixed[177],0.5235,0.4994,0.003685,0,1,1,4001,22000
M.mixed[178],0.1477,0.3548,0.002443,0,0,1,4001,22000
M.mixed[179],0.8713,0.3348,0.002328,0,1,1,4001,22000
M.mixed[180],0.9611,0.1934,0.001451,0,1,1,4001,22000
M.mixed[181],0.9169,0.276,0.001986,0,1,1,4001,22000
M.mixed[182],0.9212,0.2694,0.001825,0,1,1,4001,22000
M.mixed[183],0.9364,0.244,0.00188,0,1,1,4001,22000
M.mixed[184],0.5082,0.4999,0.003283,0,1,1,4001,22000
M.mixed[185],0.4845,0.4998,0.003436,0,0,1,4001,22000
M.mixed[186],0.4495,0.4974,0.003337,0,0,1,4001,22000
M.mixed[187],0.5541,0.4971,0.003637,0,1,1,4001,22000
M.mixed[188],0.2919,0.4546,0.00333,0,0,1,4001,22000
M.mixed[189],0.2364,0.4248,0.002721,0,0,1,4001,22000
M.mixed[190],0.03082,0.1728,0.001147,0,0,1,4001,22000
M.mixed[191],0.6789,0.4669,0.003427,0,1,1,4001,22000
M.mixed[192],0.5215,0.4995,0.003403,0,1,1,4001,22000
M.mixed[193],0.09786,0.2971,0.001789,0,0,1,4001,22000
M.mixed[194],0.8646,0.3421,0.002534,0,1,1,4001,22000
M.mixed[195],0.9,0.2999,0.001864,0,1,1,4001,22000
M.mixed[196],0.4533,0.4978,0.003505,0,0,1,4001,22000
M.mixed[197],0.8177,0.3861,0.002601,0,1,1,4001,22000
M.mixed[198],0.9337,0.2488,0.001727,0,1,1,4001,22000
M.mixed[199],0.7679,0.4222,0.002888,0,1,1,4001,22000
M.mixed[200],0.4326,0.4954,0.003062,0,0,1,4001,22000
M.mixed[201],0.397,0.4893,0.003264,0,0,1,4001,22000
M.mixed[202],0.9024,0.2968,0.001932,0,1,1,4001,22000
M.mixed[203],0.3385,0.4732,0.003166,0,0,1,4001,22000
M.mixed[204],0.3308,0.4705,0.003082,0,0,1,4001,22000
M.mixed[205],0.1741,0.3792,0.002173,0,0,1,4001,22000
M.mixed[206],0.06914,0.2537,0.001471,0,0,1,4001,22000
M.mixed[207],0.3597,0.4799,0.00328,0,0,1,4001,22000
M.mixed[208],0.5475,0.4977,0.003252,0,1,1,4001,22000
M.mixed[209],0.9153,0.2784,0.00167,0,1,1,4001,22000
M.mixed[210],0.7122,0.4527,0.003072,0,1,1,4001,22000
M.mixed[211],0.6815,0.4659,0.003178,0,1,1,4001,22000
M.mixed[212],0.8316,0.3742,0.00267,0,1,1,4001,22000
M.mixed[213],0.7605,0.4268,0.002863,0,1,1,4001,22000
M.mixed[214],0.7598,0.4272,0.003017,0,1,1,4001,22000
M.mixed[215],0.0575,0.2328,0.001507,0,0,1,4001,22000
M.mixed[216],0.9536,0.2104,0.001482,0,1,1,4001,22000
M.mixed[217],0.4319,0.4953,0.00324,0,0,1,4001,22000
M.mixed[218],0.3667,0.4819,0.003065,0,0,1,4001,22000
M.mixed[219],0.4834,0.4997,0.003427,0,0,1,4001,22000
M.mixed[220],0.07723,0.267,0.001762,0,0,1,4001,22000
M.mixed[221],0.3135,0.4639,0.002903,0,0,1,4001,22000
M.mixed[222],0.509,0.4999,0.003357,0,1,1,4001,22000
M.mixed[223],0.5372,0.4986,0.003405,0,1,1,4001,22000
M.mixed[224],0.2304,0.4211,0.002874,0,0,1,4001,22000
M.mixed[225],0.09364,0.2913,0.001956,0,0,1,4001,22000
M.mixed[226],0.1398,0.3468,0.00238,0,0,1,4001,22000
M.mixed[227],0.1333,0.3399,0.002109,0,0,1,4001,22000
M.mixed[228],0.8274,0.3779,0.002467,0,1,1,4001,22000
M.mixed[229],0.5561,0.4968,0.003555,0,1,1,4001,22000
M.mixed[230],0.5556,0.4969,0.003348,0,1,1,4001,22000
M.mixed[231],0.2988,0.4577,0.003403,0,0,1,4001,22000
M.mixed[232],0.4598,0.4984,0.003357,0,0,1,4001,22000
M.mixed[233],0.1685,0.3743,0.002594,0,0,1,4001,22000
M.mixed[234],0.5584,0.4966,0.003736,0,1,1,4001,22000
M.mixed[235],0.3286,0.4697,0.003227,0,0,1,4001,22000
M.mixed[236],0.1071,0.3092,0.002291,0,0,1,4001,22000
M.mixed[237],0.105,0.3066,0.002102,0,0,1,4001,22000
M.mixed[238],0.2587,0.4379,0.003026,0,0,1,4001,22000
M.mixed[239],0.4696,0.4991,0.003567,0,0,1,4001,22000
M.mixed[240],0.4982,0.5,0.003492,0,0,1,4001,22000
M.mixed[241],0.2811,0.4495,0.003109,0,0,1,4001,22000
M.mixed[242],0.4373,0.4961,0.003243,0,0,1,4001,22000
M.mixed[243],0.1798,0.384,0.002748,0,0,1,4001,22000
M.mixed[244],0.7003,0.4581,0.002963,0,1,1,4001,22000
M.mixed[245],0.7485,0.4338,0.002799,0,1,1,4001,22000
M.mixed[246],0.6553,0.4753,0.003036,0,1,1,4001,22000
M.mixed[247],0.4006,0.49,0.00327,0,0,1,4001,22000
M.mixed[248],0.4553,0.498,0.003124,0,0,1,4001,22000
M.mixed[249],0.7964,0.4027,0.002768,0,1,1,4001,22000
M.mixed[250],0.3557,0.4787,0.003095,0,0,1,4001,22000
M.mixed[251],0.8331,0.3729,0.002618,0,1,1,4001,22000
M.mixed[252],0.3506,0.4772,0.003209,0,0,1,4001,22000
M.mixed[253],0.666,0.4716,0.003026,0,1,1,4001,22000
M.mixed[254],0.1821,0.386,0.002587,0,0,1,4001,22000
M.mixed[255],0.2724,0.4452,0.00292,0,0,1,4001,22000
M.mixed[256],0.09877,0.2984,0.001919,0,0,1,4001,22000
M.mixed[257],0.57,0.4951,0.003192,0,1,1,4001,22000
M.mixed[258],0.586,0.4925,0.003481,0,1,1,4001,22000
M.mixed[259],0.6919,0.4617,0.003057,0,1,1,4001,22000
M.mixed[260],0.1004,0.3005,0.001976,0,0,1,4001,22000
M.mixed[261],0.09486,0.293,0.002075,0,0,1,4001,22000
M.mixed[262],0.5707,0.495,0.003173,0,1,1,4001,22000
M.mixed[263],0.423,0.494,0.003286,0,0,1,4001,22000
M.mixed[264],0.4794,0.4996,0.003334,0,0,1,4001,22000
M.mixed[265],0.5006,0.5,0.003436,0,1,1,4001,22000
M.mixed[266],0.1563,0.3632,0.002636,0,0,1,4001,22000
M.mixed[267],0.2948,0.4559,0.002828,0,0,1,4001,22000
M.mixed[268],0.1853,0.3886,0.00293,0,0,1,4001,22000
M.mixed[269],0.1493,0.3564,0.002353,0,0,1,4001,22000
M.mixed[270],0.9418,0.2341,0.001648,0,1,1,4001,22000
M.mixed[271],0.6047,0.4889,0.003106,0,1,1,4001,22000
M.mixed[272],0.06477,0.2461,0.001616,0,0,1,4001,22000
M.mixed[273],0.2081,0.4059,0.002565,0,0,1,4001,22000
M.mixed[274],0.7863,0.4099,0.002563,0,1,1,4001,22000
M.mixed[275],0.2039,0.4029,0.002823,0,0,1,4001,22000
M.mixed[276],0.279,0.4485,0.00308,0,0,1,4001,22000
M.mixed[277],0.2428,0.4288,0.002964,0,0,1,4001,22000
M.mixed[278],0.5056,0.5,0.003245,0,1,1,4001,22000
M.mixed[279],0.9025,0.2966,0.001798,0,1,1,4001,22000
M.mixed[280],0.1559,0.3628,0.002426,0,0,1,4001,22000
M.mixed[281],0.3898,0.4877,0.003045,0,0,1,4001,22000
M.mixed[282],0.4593,0.4983,0.003203,0,0,1,4001,22000
M.mixed[283],0.6602,0.4736,0.003021,0,1,1,4001,22000
M.mixed[284],0.5426,0.4982,0.003358,0,1,1,4001,22000
M.mixed[285],0.1297,0.336,0.00208,0,0,1,4001,22000
M.mixed[286],0.2233,0.4164,0.00281,0,0,1,4001,22000
M.mixed[287],0.1772,0.3819,0.002604,0,0,1,4001,22000
M.mixed[288],0.1194,0.3242,0.002279,0,0,1,4001,22000
M.mixed[289],0.1882,0.3909,0.00259,0,0,1,4001,22000
M.mixed[290],0.2989,0.4578,0.003061,0,0,1,4001,22000
M.mixed[291],0.1331,0.3397,0.002359,0,0,1,4001,22000
M.mixed[292],0.481,0.4996,0.003095,0,0,1,4001,22000
M.mixed[293],0.3449,0.4753,0.003145,0,0,1,4001,22000
M.mixed[294],0.06232,0.2417,0.001627,0,0,1,4001,22000
M.mixed[295],0.09673,0.2956,0.002062,0,0,1,4001,22000
M.mixed[296],0.04795,0.2137,0.001457,0,0,1,4001,22000
M.mixed[297],0.4824,0.4997,0.003461,0,0,1,4001,22000
M.mixed[298],0.9968,0.05672,3.78E-04,1,1,1,4001,22000
M.mixed[299],0.3975,0.4894,0.002996,0,0,1,4001,22000
M.mixed[300],0.3428,0.4746,0.003137,0,0,1,4001,22000
M.mixed[301],0.0385,0.1924,0.001256,0,0,1,4001,22000
M.mixed[302],0.6478,0.4777,0.003264,0,1,1,4001,22000
M.mixed[303],0.3181,0.4658,0.002885,0,0,1,4001,22000
M.mixed[304],0.5662,0.4956,0.003222,0,1,1,4001,22000
M.mixed[305],0.1401,0.3471,0.002192,0,0,1,4001,22000
M.mixed[306],0.003136,0.05592,3.76E-04,0,0,0,4001,22000
M.mixed[307],0.05,0.2179,0.001604,0,0,1,4001,22000
M.mixed[308],0.7618,0.426,0.002853,0,1,1,4001,22000
M.mixed[309],0.4003,0.49,0.003164,0,0,1,4001,22000
M.mixed[310],0.04241,0.2015,0.00135,0,0,1,4001,22000
M.mixed[311],0.668,0.4709,0.002791,0,1,1,4001,22000
M.mixed[312],0.3894,0.4876,0.003164,0,0,1,4001,22000
M.mixed[313],0.6623,0.4729,0.003214,0,1,1,4001,22000
M.mixed[314],0.8886,0.3146,0.002135,0,1,1,4001,22000
M.mixed[315],0.5729,0.4947,0.003314,0,1,1,4001,22000
M.mixed[316],0.9533,0.211,0.001497,0,1,1,4001,22000
M.mixed[317],0.6046,0.4889,0.003581,0,1,1,4001,22000
M.mixed[318],0.826,0.3791,0.002784,0,1,1,4001,22000
M.mixed[319],0.9091,0.2874,0.001705,0,1,1,4001,22000
M.mixed[320],0.5422,0.4982,0.00327,0,1,1,4001,22000
M.mixed[321],0.6567,0.4748,0.003158,0,1,1,4001,22000
M.mixed[322],0.35,0.477,0.003099,0,0,1,4001,22000
M.mixed[323],0.2084,0.4062,0.002712,0,0,1,4001,22000
M.mixed[324],0.7027,0.4571,0.003095,0,1,1,4001,22000
M.mixed[325],0.7069,0.4552,0.003334,0,1,1,4001,22000
M.mixed[326],0.646,0.4782,0.00318,0,1,1,4001,22000
M.mixed[327],0.2422,0.4284,0.002875,0,0,1,4001,22000
M.mixed[328],0.8915,0.311,0.00208,0,1,1,4001,22000
M.mixed[329],0.5648,0.4958,0.003432,0,1,1,4001,22000
M.mixed[330],0.409,0.4916,0.003614,0,0,1,4001,22000
M.mixed[331],0.1698,0.3754,0.002495,0,0,1,4001,22000
M.mixed[332],0.7798,0.4144,0.002666,0,1,1,4001,22000
M.mixed[333],0.8548,0.3523,0.002327,0,1,1,4001,22000
M.mixed[334],0.8012,0.3991,0.002669,0,1,1,4001,22000
M.mixed[335],0.4786,0.4995,0.003114,0,0,1,4001,22000
M.mixed[336],0.7199,0.449,0.002743,0,1,1,4001,22000
M.mixed[337],0.6744,0.4686,0.003302,0,1,1,4001,22000
M.mixed[338],0.4575,0.4982,0.003391,0,0,1,4001,22000
M.mixed[339],0.3821,0.4859,0.003089,0,0,1,4001,22000
M.mixed[340],0.3347,0.4719,0.003324,0,0,1,4001,22000
M.mixed[341],0.716,0.4509,0.003048,0,1,1,4001,22000
M.mixed[342],0.9017,0.2977,0.001956,0,1,1,4001,22000
M.mixed[343],0.438,0.4961,0.003423,0,0,1,4001,22000
M.mixed[344],0.1156,0.3198,0.00213,0,0,1,4001,22000
M.mixed[345],0.926,0.2618,0.00183,0,1,1,4001,22000
M.mixed[346],0.8713,0.3349,0.002131,0,1,1,4001,22000
M.mixed[347],0.6841,0.4649,0.003284,0,1,1,4001,22000
M.mixed[348],0.418,0.4932,0.00316,0,0,1,4001,22000
M.mixed[349],0.4815,0.4997,0.003161,0,0,1,4001,22000
M.mixed[350],0.05168,0.2214,0.001489,0,0,1,4001,22000
M.mixed[351],0.8099,0.3924,0.00266,0,1,1,4001,22000
M.mixed[352],0.5435,0.4981,0.003407,0,1,1,4001,22000
M.mixed[353],0.4277,0.4947,0.003252,0,0,1,4001,22000
M.mixed[354],0.9593,0.1976,0.00134,0,1,1,4001,22000
M.mixed[355],0.8686,0.3378,0.002372,0,1,1,4001,22000
M.mixed[356],0.0725,0.2593,0.001955,0,0,1,4001,22000
M.mixed[357],0.2567,0.4368,0.002855,0,0,1,4001,22000
M.mixed[358],0.3195,0.4663,0.003042,0,0,1,4001,22000
M.mixed[359],0.3113,0.463,0.002908,0,0,1,4001,22000
M.mixed[360],0.7738,0.4184,0.002799,0,1,1,4001,22000
M.mixed[361],0.8478,0.3592,0.002383,0,1,1,4001,22000
M.mixed[362],0.7835,0.4119,0.002834,0,1,1,4001,22000
M.mixed[363],0.8754,0.3303,0.002094,0,1,1,4001,22000
M.mixed[364],0.3374,0.4728,0.003469,0,0,1,4001,22000
M.mixed[365],0.08282,0.2756,0.001871,0,0,1,4001,22000
M.mixed[366],0.2128,0.4093,0.002865,0,0,1,4001,22000
M.mixed[367],0.7035,0.4567,0.002951,0,1,1,4001,22000
M.mixed[368],0.3298,0.4701,0.00317,0,0,1,4001,22000
M.mixed[369],0.1819,0.3857,0.002553,0,0,1,4001,22000
M.mixed[370],0.2685,0.4432,0.003116,0,0,1,4001,22000
M.mixed[371],0.6867,0.4638,0.00302,0,1,1,4001,22000
M.mixed[372],0.5553,0.4969,0.003259,0,1,1,4001,22000
M.mixed[373],0.09923,0.299,0.001957,0,0,1,4001,22000
M.mixed[374],0.1079,0.3103,0.002186,0,0,1,4001,22000
M.mixed[375],0.4075,0.4914,0.003488,0,0,1,4001,22000
M.mixed[376],0.8571,0.35,0.002176,0,1,1,4001,22000
M.mixed[377],0.517,0.4997,0.003405,0,1,1,4001,22000
M.mixed[378],0.1015,0.3019,0.00201,0,0,1,4001,22000
M.mixed[379],0.8361,0.3702,0.002649,0,1,1,4001,22000
M.mixed[380],0.5672,0.4955,0.003387,0,1,1,4001,22000
M.mixed[381],0.6508,0.4767,0.003133,0,1,1,4001,22000
M.mixed[382],0.1432,0.3503,0.002108,0,0,1,4001,22000
M.mixed[383],0.592,0.4915,0.003222,0,1,1,4001,22000
M.mixed[384],0.5022,0.5,0.003468,0,1,1,4001,22000
M.mixed[385],0.1693,0.375,0.002669,0,0,1,4001,22000
M.mixed[386],0.03373,0.1805,0.001229,0,0,1,4001,22000
M.mixed[387],0.6903,0.4624,0.003136,0,1,1,4001,22000
M.mixed[388],0.6431,0.4791,0.003427,0,1,1,4001,22000
M.mixed[389],0.9002,0.2997,0.001886,0,1,1,4001,22000
M.mixed[390],0.4085,0.4916,0.003197,0,0,1,4001,22000
M.mixed[391],0.4486,0.4974,0.003359,0,0,1,4001,22000
M.mixed[392],0.5158,0.4997,0.003386,0,1,1,4001,22000
M.mixed[393],0.133,0.3395,0.002308,0,0,1,4001,22000
M.mixed[394],0.1444,0.3515,0.002486,0,0,1,4001,22000
M.mixed[395],0.03718,0.1892,0.001314,0,0,1,4001,22000
M.mixed[396],0.01418,0.1182,8.19E-04,0,0,0,4001,22000
M.mixed[397],0.2246,0.4173,0.00288,0,0,1,4001,22000
M.mixed[398],0.1519,0.3589,0.002324,0,0,1,4001,22000
M.mixed[399],0.09686,0.2958,0.00198,0,0,1,4001,22000
M.mixed[400],0.06164,0.2405,0.001599,0,0,1,4001,22000
M.mixed[401],0.311,0.4629,0.003164,0,0,1,4001,22000
M.mixed[402],0.9641,0.186,0.001242,0,1,1,4001,22000
M.mixed[403],0.03277,0.178,0.001135,0,0,1,4001,22000
