 node, mean, sd, MC error,2.50%,median,97.50%,start,sample
M.pos[138],0.5621,0.4961,0.003988,0,1,1,1001,22000
M.pos[139],0.4184,0.4933,0.003242,0,0,1,1001,22000
M.pos[140],0.3639,0.4811,0.003323,0,0,1,1001,22000
M.pos[141],0.4461,0.4971,0.003261,0,0,1,1001,22000
M.pos[142],0.3563,0.4789,0.003303,0,0,1,1001,22000
M.pos[143],0.4482,0.4973,0.003308,0,0,1,1001,22000
M.pos[144],0.7,0.4583,0.00368,0,1,1,1001,22000
M.pos[145],0.401,0.4901,0.003422,0,0,1,1001,22000
M.pos[146],0.4018,0.4903,0.003394,0,0,1,1001,22000
M.pos[147],0.38,0.4854,0.003236,0,0,1,1001,22000
M.pos[148],0.3487,0.4766,0.003475,0,0,1,1001,22000
M.pos[149],0.3168,0.4652,0.00331,0,0,1,1001,22000
M.pos[150],0.3243,0.4681,0.003411,0,0,1,1001,22000
M.pos[151],0.3153,0.4646,0.003594,0,0,1,1001,22000
M.pos[152],0.4337,0.4956,0.003287,0,0,1,1001,22000
M.pos[153],0.4514,0.4976,0.003183,0,0,1,1001,22000
M.pos[154],0.311,0.4629,0.003452,0,0,1,1001,22000
M.pos[155],0.4281,0.4948,0.003591,0,0,1,1001,22000
M.pos[156],0.4833,0.4997,0.003371,0,0,1,1001,22000
M.pos[157],0.3141,0.4642,0.003217,0,0,1,1001,22000
M.pos[158],0.4713,0.4992,0.003615,0,0,1,1001,22000
M.pos[159],0.5169,0.4997,0.003589,0,1,1,1001,22000
M.pos[160],0.9813,0.1356,9.94E-04,1,1,1,1001,22000
M.pos[161],0.3185,0.4659,0.00359,0,0,1,1001,22000
M.pos[162],0.4245,0.4943,0.003264,0,0,1,1001,22000
M.pos[163],0.369,0.4825,0.003139,0,0,1,1001,22000
M.pos[164],0.5698,0.4951,0.00352,0,1,1,1001,22000
M.pos[165],0.7999,0.4001,0.002996,0,1,1,1001,22000
M.pos[166],0.4668,0.4989,0.003399,0,0,1,1001,22000
M.pos[167],0.4278,0.4948,0.003479,0,0,1,1001,22000
M.pos[168],0.4085,0.4916,0.00343,0,0,1,1001,22000
M.pos[169],0.2753,0.4467,0.003544,0,0,1,1001,22000
M.pos[170],0.3009,0.4587,0.003751,0,0,1,1001,22000
M.pos[171],0.3236,0.4678,0.003149,0,0,1,1001,22000
M.pos[172],0.56,0.4964,0.003779,0,1,1,1001,22000
M.pos[173],0.374,0.4839,0.003332,0,0,1,1001,22000
M.pos[174],0.418,0.4932,0.00341,0,0,1,1001,22000
M.pos[175],0.4965,0.5,0.00386,0,0,1,1001,22000
M.pos[176],0.6518,0.4764,0.00364,0,1,1,1001,22000
M.pos[177],0.4656,0.4988,0.003658,0,0,1,1001,22000
M.pos[178],0.3355,0.4722,0.003498,0,0,1,1001,22000
M.pos[179],0.7248,0.4466,0.00332,0,1,1,1001,22000
M.pos[180],0.8791,0.326,0.00216,0,1,1,1001,22000
M.pos[181],0.7888,0.4081,0.002884,0,1,1,1001,22000
M.pos[182],0.8061,0.3954,0.002911,0,1,1,1001,22000
M.pos[183],0.8272,0.3781,0.002948,0,1,1,1001,22000
M.pos[184],0.4615,0.4985,0.003039,0,0,1,1001,22000
M.pos[185],0.445,0.497,0.003254,0,0,1,1001,22000
M.pos[186],0.4355,0.4958,0.003792,0,0,1,1001,22000
M.pos[187],0.4759,0.4994,0.003599,0,0,1,1001,22000
M.pos[188],0.3827,0.486,0.003296,0,0,1,1001,22000
M.pos[189],0.3573,0.4792,0.003271,0,0,1,1001,22000
M.pos[190],0.3001,0.4583,0.003435,0,0,1,1001,22000
M.pos[191],0.548,0.4977,0.003182,0,1,1,1001,22000
M.pos[192],0.4671,0.4989,0.003453,0,0,1,1001,22000
M.pos[193],0.3214,0.467,0.003714,0,0,1,1001,22000
M.pos[194],0.7174,0.4503,0.003527,0,1,1,1001,22000
M.pos[195],0.7645,0.4243,0.003346,0,1,1,1001,22000
M.pos[196],0.4347,0.4957,0.003331,0,0,1,1001,22000
M.pos[197],0.6645,0.4722,0.003833,0,1,1,1001,22000
M.pos[198],0.8338,0.3722,0.002528,0,1,1,1001,22000
M.pos[199],0.6182,0.4858,0.003738,0,1,1,1001,22000
M.pos[200],0.4253,0.4944,0.00323,0,0,1,1001,22000
M.pos[201],0.4205,0.4936,0.00315,0,0,1,1001,22000
M.pos[202],0.7708,0.4203,0.003308,0,1,1,1001,22000
M.pos[203],0.3915,0.4881,0.00326,0,0,1,1001,22000
M.pos[204],0.3886,0.4874,0.003511,0,0,1,1001,22000
M.pos[205],0.345,0.4754,0.003328,0,0,1,1001,22000
M.pos[206],0.3063,0.461,0.003638,0,0,1,1001,22000
M.pos[207],0.4051,0.4909,0.003553,0,0,1,1001,22000
M.pos[208],0.4761,0.4994,0.003644,0,0,1,1001,22000
M.pos[209],0.7943,0.4042,0.002942,0,1,1,1001,22000
M.pos[210],0.5772,0.494,0.004037,0,1,1,1001,22000
M.pos[211],0.5475,0.4977,0.003852,0,1,1,1001,22000
M.pos[212],0.6777,0.4674,0.003641,0,1,1,1001,22000
M.pos[213],0.6136,0.4869,0.003626,0,1,1,1001,22000
M.pos[214],0.6034,0.4892,0.004068,0,1,1,1001,22000
M.pos[215],0.2989,0.4578,0.003602,0,0,1,1001,22000
M.pos[216],0.8661,0.3405,0.00275,0,1,1,1001,22000
M.pos[217],0.4254,0.4944,0.003781,0,0,1,1001,22000
M.pos[218],0.4019,0.4903,0.003367,0,0,1,1001,22000
M.pos[219],0.4493,0.4974,0.003485,0,0,1,1001,22000
M.pos[220],0.3176,0.4656,0.003603,0,0,1,1001,22000
M.pos[221],0.3856,0.4867,0.003328,0,0,1,1001,22000
M.pos[222],0.4593,0.4983,0.003688,0,0,1,1001,22000
M.pos[223],0.473,0.4993,0.00349,0,0,1,1001,22000
M.pos[224],0.3566,0.479,0.003422,0,0,1,1001,22000
M.pos[225],0.3189,0.4661,0.003602,0,0,1,1001,22000
M.pos[226],0.3291,0.4699,0.003474,0,0,1,1001,22000
M.pos[227],0.3267,0.469,0.003823,0,0,1,1001,22000
M.pos[228],0.669,0.4706,0.003518,0,1,1,1001,22000
M.pos[229],0.487,0.4998,0.003755,0,0,1,1001,22000
M.pos[230],0.4779,0.4995,0.00313,0,0,1,1001,22000
M.pos[231],0.3819,0.4858,0.003103,0,0,1,1001,22000
M.pos[232],0.438,0.4961,0.003746,0,0,1,1001,22000
M.pos[233],0.3416,0.4742,0.003395,0,0,1,1001,22000
M.pos[234],0.4806,0.4996,0.003739,0,0,1,1001,22000
M.pos[235],0.3975,0.4894,0.003681,0,0,1,1001,22000
M.pos[236],0.3204,0.4666,0.003793,0,0,1,1001,22000
M.pos[237],0.32,0.4665,0.003657,0,0,1,1001,22000
M.pos[238],0.3664,0.4818,0.00335,0,0,1,1001,22000
M.pos[239],0.4462,0.4971,0.003475,0,0,1,1001,22000
M.pos[240],0.4599,0.4984,0.003334,0,0,1,1001,22000
M.pos[241],0.3778,0.4848,0.003421,0,0,1,1001,22000
M.pos[242],0.4331,0.4955,0.003454,0,0,1,1001,22000
M.pos[243],0.3421,0.4744,0.003615,0,0,1,1001,22000
M.pos[244],0.5635,0.496,0.003757,0,1,1,1001,22000
M.pos[245],0.606,0.4886,0.003521,0,1,1,1001,22000
M.pos[246],0.5321,0.499,0.003704,0,1,1,1001,22000
M.pos[247],0.4133,0.4924,0.003348,0,0,1,1001,22000
M.pos[248],0.4332,0.4955,0.003138,0,0,1,1001,22000
M.pos[249],0.6426,0.4792,0.003565,0,1,1,1001,22000
M.pos[250],0.3985,0.4896,0.003234,0,0,1,1001,22000
M.pos[251],0.6735,0.4689,0.00343,0,1,1,1001,22000
M.pos[252],0.399,0.4897,0.003091,0,0,1,1001,22000
M.pos[253],0.5374,0.4986,0.004004,0,1,1,1001,22000
M.pos[254],0.3428,0.4746,0.003318,0,0,1,1001,22000
M.pos[255],0.3729,0.4836,0.003323,0,0,1,1001,22000
M.pos[256],0.3175,0.4655,0.003311,0,0,1,1001,22000
M.pos[257],0.4854,0.4998,0.003754,0,0,1,1001,22000
M.pos[258],0.5009,0.5,0.003858,0,1,1,1001,22000
M.pos[259],0.5593,0.4965,0.003749,0,1,1,1001,22000
M.pos[260],0.3193,0.4662,0.003762,0,0,1,1001,22000
M.pos[261],0.3182,0.4658,0.003507,0,0,1,1001,22000
M.pos[262],0.4895,0.4999,0.003743,0,0,1,1001,22000
M.pos[263],0.417,0.4931,0.003513,0,0,1,1001,22000
M.pos[264],0.4451,0.497,0.003423,0,0,1,1001,22000
M.pos[265],0.4574,0.4982,0.003526,0,0,1,1001,22000
M.pos[266],0.3364,0.4725,0.003377,0,0,1,1001,22000
M.pos[267],0.3825,0.486,0.003406,0,0,1,1001,22000
M.pos[268],0.3431,0.4747,0.003406,0,0,1,1001,22000
M.pos[269],0.3368,0.4726,0.003158,0,0,1,1001,22000
M.pos[270],0.8421,0.3646,0.002658,0,1,1,1001,22000
M.pos[271],0.5165,0.4997,0.003654,0,1,1,1001,22000
M.pos[272],0.3068,0.4612,0.003454,0,0,1,1001,22000
M.pos[273],0.3474,0.4761,0.003315,0,0,1,1001,22000
M.pos[274],0.6365,0.481,0.003506,0,1,1,1001,22000
M.pos[275],0.3498,0.4769,0.003254,0,0,1,1001,22000
M.pos[276],0.3723,0.4834,0.003306,0,0,1,1001,22000
M.pos[277],0.3554,0.4786,0.003339,0,0,1,1001,22000
M.pos[278],0.4575,0.4982,0.003071,0,0,1,1001,22000
M.pos[279],0.7719,0.4196,0.003025,0,1,1,1001,22000
M.pos[280],0.3364,0.4725,0.003525,0,0,1,1001,22000
M.pos[281],0.4155,0.4928,0.003705,0,0,1,1001,22000
M.pos[282],0.439,0.4963,0.003637,0,0,1,1001,22000
M.pos[283],0.5424,0.4982,0.003832,0,1,1,1001,22000
M.pos[284],0.4747,0.4994,0.003238,0,0,1,1001,22000
M.pos[285],0.3265,0.4689,0.003163,0,0,1,1001,22000
M.pos[286],0.3533,0.478,0.003237,0,0,1,1001,22000
M.pos[287],0.3401,0.4738,0.003346,0,0,1,1001,22000
M.pos[288],0.3221,0.4673,0.003504,0,0,1,1001,22000
M.pos[289],0.3415,0.4742,0.003307,0,0,1,1001,22000
M.pos[290],0.3849,0.4866,0.003157,0,0,1,1001,22000
M.pos[291],0.3302,0.4703,0.003581,0,0,1,1001,22000
M.pos[292],0.4495,0.4974,0.003644,0,0,1,1001,22000
M.pos[293],0.3952,0.4889,0.003218,0,0,1,1001,22000
M.pos[294],0.3131,0.4638,0.003355,0,0,1,1001,22000
M.pos[295],0.3233,0.4677,0.003683,0,0,1,1001,22000
M.pos[296],0.3047,0.4603,0.003396,0,0,1,1001,22000
M.pos[297],0.4458,0.4971,0.003559,0,0,1,1001,22000
M.pos[298],0.9881,0.1085,7.44E-04,1,1,1,1001,22000
M.pos[299],0.4201,0.4936,0.003466,0,0,1,1001,22000
M.pos[300],0.396,0.4891,0.003274,0,0,1,1001,22000
M.pos[301],0.3004,0.4584,0.003858,0,0,1,1001,22000
M.pos[302],0.5428,0.4982,0.00365,0,1,1,1001,22000
M.pos[303],0.3903,0.4878,0.003305,0,0,1,1001,22000
M.pos[304],0.4783,0.4995,0.003346,0,0,1,1001,22000
M.pos[305],0.3355,0.4722,0.003734,0,0,1,1001,22000
M.pos[306],0.2767,0.4474,0.003463,0,0,1,1001,22000
M.pos[307],0.3072,0.4613,0.003582,0,0,1,1001,22000
M.pos[308],0.6011,0.4897,0.003584,0,1,1,1001,22000
M.pos[309],0.4199,0.4935,0.003256,0,0,1,1001,22000
M.pos[310],0.2953,0.4562,0.003401,0,0,1,1001,22000
M.pos[311],0.5394,0.4984,0.003623,0,1,1,1001,22000
M.pos[312],0.4148,0.4927,0.003589,0,0,1,1001,22000
M.pos[313],0.5421,0.4982,0.00387,0,1,1,1001,22000
M.pos[314],0.7544,0.4304,0.003345,0,1,1,1001,22000
M.pos[315],0.4945,0.5,0.003347,0,0,1,1001,22000
M.pos[316],0.8692,0.3372,0.002428,0,1,1,1001,22000
M.pos[317],0.5077,0.4999,0.003685,0,1,1,1001,22000
M.pos[318],0.677,0.4676,0.003452,0,1,1,1001,22000
M.pos[319],0.7898,0.4074,0.003007,0,1,1,1001,22000
M.pos[320],0.4779,0.4995,0.003354,0,0,1,1001,22000
M.pos[321],0.5317,0.499,0.003538,0,1,1,1001,22000
M.pos[322],0.4,0.4899,0.003399,0,0,1,1001,22000
M.pos[323],0.353,0.4779,0.003508,0,0,1,1001,22000
M.pos[324],0.5679,0.4954,0.003696,0,1,1,1001,22000
M.pos[325],0.5665,0.4956,0.003692,0,1,1,1001,22000
M.pos[326],0.5288,0.4992,0.003564,0,1,1,1001,22000
M.pos[327],0.3681,0.4823,0.003194,0,0,1,1001,22000
M.pos[328],0.757,0.4289,0.003171,0,1,1,1001,22000
M.pos[329],0.491,0.4999,0.003677,0,0,1,1001,22000
M.pos[330],0.4155,0.4928,0.003231,0,0,1,1001,22000
M.pos[331],0.3389,0.4733,0.003492,0,0,1,1001,22000
M.pos[332],0.6284,0.4832,0.003572,0,1,1,1001,22000
M.pos[333],0.7084,0.4545,0.003509,0,1,1,1001,22000
M.pos[334],0.646,0.4782,0.003749,0,1,1,1001,22000
M.pos[335],0.4505,0.4975,0.003463,0,0,1,1001,22000
M.pos[336],0.5853,0.4927,0.003788,0,1,1,1001,22000
M.pos[337],0.5561,0.4968,0.003542,0,1,1,1001,22000
M.pos[338],0.4347,0.4957,0.003374,0,0,1,1001,22000
M.pos[339],0.4096,0.4918,0.003562,0,0,1,1001,22000
M.pos[340],0.395,0.4889,0.003663,0,0,1,1001,22000
M.pos[341],0.577,0.494,0.003987,0,1,1,1001,22000
M.pos[342],0.7594,0.4275,0.0031,0,1,1,1001,22000
M.pos[343],0.4352,0.4958,0.003315,0,0,1,1001,22000
M.pos[344],0.3203,0.4666,0.003541,0,0,1,1001,22000
M.pos[345],0.8095,0.3927,0.002705,0,1,1,1001,22000
M.pos[346],0.7348,0.4415,0.00326,0,1,1,1001,22000
M.pos[347],0.551,0.4974,0.003752,0,1,1,1001,22000
M.pos[348],0.4295,0.495,0.003477,0,0,1,1001,22000
M.pos[349],0.4469,0.4972,0.003466,0,0,1,1001,22000
M.pos[350],0.305,0.4604,0.003307,0,0,1,1001,22000
M.pos[351],0.6599,0.4737,0.003611,0,1,1,1001,22000
M.pos[352],0.4733,0.4993,0.003506,0,0,1,1001,22000
M.pos[353],0.4235,0.4941,0.003465,0,0,1,1001,22000
M.pos[354],0.8805,0.3244,0.002425,0,1,1,1001,22000
M.pos[355],0.7229,0.4476,0.003344,0,1,1,1001,22000
M.pos[356],0.3091,0.4621,0.003598,0,0,1,1001,22000
M.pos[357],0.3714,0.4832,0.003514,0,0,1,1001,22000
M.pos[358],0.3869,0.487,0.003416,0,0,1,1001,22000
M.pos[359],0.3857,0.4868,0.003276,0,0,1,1001,22000
M.pos[360],0.6225,0.4848,0.003449,0,1,1,1001,22000
M.pos[361],0.7,0.4583,0.003471,0,1,1,1001,22000
M.pos[362],0.6352,0.4814,0.003538,0,1,1,1001,22000
M.pos[363],0.7247,0.4467,0.003303,0,1,1,1001,22000
M.pos[364],0.3893,0.4876,0.003072,0,0,1,1001,22000
M.pos[365],0.3159,0.4649,0.003445,0,0,1,1001,22000
M.pos[366],0.3513,0.4774,0.003224,0,0,1,1001,22000
M.pos[367],0.5632,0.496,0.00374,0,1,1,1001,22000
M.pos[368],0.3908,0.4879,0.003363,0,0,1,1001,22000
M.pos[369],0.3499,0.4769,0.003436,0,0,1,1001,22000
M.pos[370],0.3725,0.4835,0.003443,0,0,1,1001,22000
M.pos[371],0.5595,0.4964,0.003735,0,1,1,1001,22000
M.pos[372],0.4739,0.4993,0.00367,0,0,1,1001,22000
M.pos[373],0.3201,0.4665,0.003411,0,0,1,1001,22000
M.pos[374],0.3275,0.4693,0.003603,0,0,1,1001,22000
M.pos[375],0.4257,0.4944,0.003158,0,0,1,1001,22000
M.pos[376],0.7152,0.4513,0.003249,0,1,1,1001,22000
M.pos[377],0.4591,0.4983,0.003522,0,0,1,1001,22000
M.pos[378],0.319,0.4661,0.003656,0,0,1,1001,22000
M.pos[379],0.6808,0.4662,0.003732,0,1,1,1001,22000
M.pos[380],0.4857,0.4998,0.003597,0,0,1,1001,22000
M.pos[381],0.5247,0.4994,0.003989,0,1,1,1001,22000
M.pos[382],0.3319,0.4709,0.003574,0,0,1,1001,22000
M.pos[383],0.4934,0.5,0.003532,0,0,1,1001,22000
M.pos[384],0.4593,0.4983,0.003421,0,0,1,1001,22000
M.pos[385],0.3407,0.474,0.003437,0,0,1,1001,22000
M.pos[386],0.3002,0.4584,0.003777,0,0,1,1001,22000
M.pos[387],0.5551,0.497,0.003812,0,1,1,1001,22000
M.pos[388],0.5294,0.4991,0.003621,0,1,1,1001,22000
M.pos[389],0.761,0.4264,0.003261,0,1,1,1001,22000
M.pos[390],0.4219,0.4939,0.003427,0,0,1,1001,22000
M.pos[391],0.439,0.4963,0.003545,0,0,1,1001,22000
M.pos[392],0.469,0.499,0.00357,0,0,1,1001,22000
M.pos[393],0.328,0.4695,0.003479,0,0,1,1001,22000
M.pos[394],0.3316,0.4708,0.003501,0,0,1,1001,22000
M.pos[395],0.3007,0.4586,0.003555,0,0,1,1001,22000
M.pos[396],0.285,0.4514,0.003319,0,0,1,1001,22000
M.pos[397],0.356,0.4788,0.003245,0,0,1,1001,22000
M.pos[398],0.3376,0.4729,0.003496,0,0,1,1001,22000
M.pos[399],0.3197,0.4664,0.003675,0,0,1,1001,22000
M.pos[400],0.3087,0.462,0.003671,0,0,1,1001,22000
M.pos[401],0.3847,0.4865,0.003387,0,0,1,1001,22000
M.pos[402],0.8971,0.3038,0.002154,0,1,1,1001,22000
M.pos[403],0.2982,0.4575,0.003428,0,0,1,1001,22000
M.pos[404],0.6285,0.4832,0.003861,0,1,1,1001,22000
M.pos[405],0.3717,0.4833,0.003411,0,0,1,1001,22000
M.pos[406],0.3753,0.4842,0.003657,0,0,1,1001,22000
M.pos[407],0.3228,0.4675,0.003354,0,0,1,1001,22000
M.pos[408],0.7332,0.4423,0.003347,0,1,1,1001,22000
M.pos[409],0.6833,0.4652,0.003301,0,1,1,1001,22000
M.pos[410],0.2948,0.456,0.003455,0,0,1,1001,22000
