 node, mean, sd, MC error,2.50%,median,97.50%,start,sample
M.mixed[88],0.9176,0.2749,0.001842,0,1,1,1001,22000
M.mixed[89],0.6495,0.4771,0.003549,0,1,1,1001,22000
M.mixed[90],0.7615,0.4261,0.003,0,1,1,1001,22000
M.mixed[91],0.2916,0.4545,0.003186,0,0,1,1001,22000
M.mixed[92],0.149,0.356,0.002341,0,0,1,1001,22000
M.mixed[93],0.9189,0.273,0.001716,0,1,1,1001,22000
M.mixed[94],0.9629,0.1891,0.001332,0,1,1,1001,22000
M.mixed[95],0.4611,0.4985,0.003647,0,0,1,1001,22000
M.mixed[96],0.9829,0.1298,9.55E-04,1,1,1,1001,22000
M.mixed[97],0.3344,0.4718,0.003311,0,0,1,1001,22000
M.mixed[98],0.9796,0.1414,9.46E-04,1,1,1,1001,22000
M.mixed[99],0.2645,0.441,0.002941,0,0,1,1001,22000
M.mixed[100],0.3205,0.4667,0.00324,0,0,1,1001,22000
M.mixed[101],0.9979,0.04617,2.96E-04,1,1,1,1001,22000
M.mixed[102],0.9605,0.1947,0.001238,0,1,1,1001,22000
M.mixed[103],0.1392,0.3461,0.002234,0,0,1,1001,22000
M.mixed[104],0.9621,0.191,0.001302,0,1,1,1001,22000
M.mixed[105],0.9892,0.1034,7.51E-04,1,1,1,1001,22000
M.mixed[106],0.7283,0.4449,0.003005,0,1,1,1001,22000
M.mixed[107],0.6246,0.4842,0.003401,0,1,1,1001,22000
M.mixed[108],0.4344,0.4957,0.003348,0,0,1,1001,22000
M.mixed[109],0.6609,0.4734,0.003374,0,1,1,1001,22000
M.mixed[110],0.09741,0.2965,0.002038,0,0,1,1001,22000
M.mixed[111],0.2462,0.4308,0.002864,0,0,1,1001,22000
M.mixed[112],0.421,0.4937,0.003366,0,0,1,1001,22000
M.mixed[113],0.7591,0.4276,0.002937,0,1,1,1001,22000
M.mixed[114],0.8405,0.3662,0.002487,0,1,1,1001,22000
M.mixed[115],0.6079,0.4882,0.003671,0,1,1,1001,22000
M.mixed[116],0.479,0.4996,0.003382,0,0,1,1001,22000
M.mixed[117],0.9954,0.06793,4.32E-04,1,1,1,1001,22000
M.mixed[118],0.3846,0.4865,0.003422,0,0,1,1001,22000
M.mixed[119],0.1085,0.311,0.002196,0,0,1,1001,22000
M.mixed[120],0.1425,0.3495,0.002646,0,0,1,1001,22000
M.mixed[121],0.6356,0.4813,0.003539,0,1,1,1001,22000
M.mixed[122],0.9849,0.1221,8.60E-04,1,1,1,1001,22000
M.mixed[123],0.5798,0.4936,0.003508,0,1,1,1001,22000
M.mixed[124],0.5085,0.4999,0.003596,0,1,1,1001,22000
M.mixed[125],0.653,0.476,0.003451,0,1,1,1001,22000
M.mixed[126],0.8665,0.3402,0.00248,0,1,1,1001,22000
M.mixed[127],0.1434,0.3504,0.002272,0,0,1,1001,22000
M.mixed[128],0.943,0.2318,0.001609,0,1,1,1001,22000
M.mixed[129],0.4874,0.4998,0.003635,0,0,1,1001,22000
M.mixed[130],0.6172,0.4861,0.003623,0,1,1,1001,22000
M.mixed[131],0.02864,0.1668,0.00126,0,0,1,1001,22000
M.mixed[132],0.4961,0.5,0.003526,0,0,1,1001,22000
M.mixed[133],0.2445,0.4298,0.002719,0,0,1,1001,22000
M.mixed[134],0.9276,0.2591,0.001848,0,1,1,1001,22000
M.mixed[135],0.7966,0.4025,0.0028,0,1,1,1001,22000
M.mixed[136],0.7069,0.4552,0.003143,0,1,1,1001,22000
M.mixed[137],0.7559,0.4296,0.002954,0,1,1,1001,22000
M.mixed[138],0.6854,0.4644,0.003173,0,1,1,1001,22000
M.mixed[139],0.3579,0.4794,0.003149,0,0,1,1001,22000
M.mixed[140],0.2254,0.4179,0.002819,0,0,1,1001,22000
M.mixed[141],0.4416,0.4966,0.00359,0,0,1,1001,22000
M.mixed[142],0.2175,0.4125,0.002755,0,0,1,1001,22000
M.mixed[143],0.4582,0.4982,0.003232,0,0,1,1001,22000
M.mixed[144],0.8688,0.3376,0.002331,0,1,1,1001,22000
M.mixed[145],0.3335,0.4715,0.003287,0,0,1,1001,22000
M.mixed[146],0.3472,0.4761,0.003437,0,0,1,1001,22000
M.mixed[147],0.2511,0.4336,0.002938,0,0,1,1001,22000
M.mixed[148],0.1857,0.3889,0.002528,0,0,1,1001,22000
M.mixed[149],0.09118,0.2879,0.002032,0,0,1,1001,22000
M.mixed[150],0.09786,0.2971,0.00206,0,0,1,1001,22000
M.mixed[151],0.1017,0.3022,0.00185,0,0,1,1001,22000
M.mixed[152],0.4177,0.4932,0.003302,0,0,1,1001,22000
M.mixed[153],0.4579,0.4982,0.003553,0,0,1,1001,22000
M.mixed[154],0.08336,0.2764,0.001953,0,0,1,1001,22000
M.mixed[155],0.4012,0.4901,0.003481,0,0,1,1001,22000
M.mixed[156],0.5452,0.498,0.003324,0,1,1,1001,22000
M.mixed[157],0.088,0.2833,0.001992,0,0,1,1001,22000
M.mixed[158],0.5192,0.4996,0.003626,0,1,1,1001,22000
M.mixed[159],0.608,0.4882,0.003489,0,1,1,1001,22000
M.mixed[160],0.9982,0.04207,2.86E-04,1,1,1,1001,22000
M.mixed[161],0.09736,0.2965,0.00201,0,0,1,1001,22000
M.mixed[162],0.3818,0.4858,0.003552,0,0,1,1001,22000
M.mixed[163],0.2432,0.429,0.003056,0,0,1,1001,22000
M.mixed[164],0.7073,0.455,0.003353,0,1,1,1001,22000
M.mixed[165],0.9367,0.2435,0.001676,0,1,1,1001,22000
M.mixed[166],0.5141,0.4998,0.003706,0,1,1,1001,22000
M.mixed[167],0.4116,0.4921,0.003529,0,0,1,1001,22000
M.mixed[168],0.3441,0.4751,0.003312,0,0,1,1001,22000
M.mixed[169],0.009091,0.09491,7.15E-04,0,0,0,1001,22000
M.mixed[170],0.04873,0.2153,0.001413,0,0,1,1001,22000
M.mixed[171],0.1051,0.3067,0.00212,0,0,1,1001,22000
M.mixed[172],0.6849,0.4646,0.003109,0,1,1,1001,22000
M.mixed[173],0.2479,0.4318,0.002983,0,0,1,1001,22000
M.mixed[174],0.3769,0.4846,0.003345,0,0,1,1001,22000
M.mixed[175],0.5628,0.496,0.003541,0,1,1,1001,22000
M.mixed[176],0.8176,0.3861,0.002848,0,1,1,1001,22000
M.mixed[177],0.496,0.5,0.003707,0,0,1,1001,22000
M.mixed[178],0.138,0.3449,0.002513,0,0,1,1001,22000
M.mixed[179],0.8875,0.316,0.002152,0,1,1,1001,22000
M.mixed[180],0.9725,0.1634,0.001135,0,1,1,1001,22000
M.mixed[181],0.9325,0.2509,0.001934,0,1,1,1001,22000
M.mixed[182],0.9402,0.2371,0.001612,0,1,1,1001,22000
M.mixed[183],0.953,0.2116,0.001401,0,1,1,1001,22000
M.mixed[184],0.4852,0.4998,0.003357,0,0,1,1001,22000
M.mixed[185],0.4631,0.4986,0.003596,0,0,1,1001,22000
M.mixed[186],0.4332,0.4955,0.003175,0,0,1,1001,22000
M.mixed[187],0.533,0.4989,0.003299,0,1,1,1001,22000
M.mixed[188],0.2695,0.4437,0.002878,0,0,1,1001,22000
M.mixed[189],0.2109,0.408,0.002739,0,0,1,1001,22000
M.mixed[190],0.04118,0.1987,0.001488,0,0,1,1001,22000
M.mixed[191],0.6656,0.4718,0.003699,0,1,1,1001,22000
M.mixed[192],0.4998,0.5,0.003772,0,0,1,1001,22000
M.mixed[193],0.1003,0.3004,0.002181,0,0,1,1001,22000
M.mixed[194],0.883,0.3215,0.00212,0,1,1,1001,22000
M.mixed[195],0.9184,0.2737,0.001901,0,1,1,1001,22000
M.mixed[196],0.4271,0.4947,0.003514,0,0,1,1001,22000
M.mixed[197],0.8296,0.376,0.00278,0,1,1,1001,22000
M.mixed[198],0.9569,0.2032,0.001454,0,1,1,1001,22000
M.mixed[199],0.7711,0.4201,0.002809,0,1,1,1001,22000
M.mixed[200],0.4025,0.4904,0.003391,0,0,1,1001,22000
M.mixed[201],0.3711,0.4831,0.003338,0,0,1,1001,22000
M.mixed[202],0.9243,0.2646,0.002036,0,1,1,1001,22000
M.mixed[203],0.3141,0.4642,0.003168,0,0,1,1001,22000
M.mixed[204],0.3108,0.4628,0.002982,0,0,1,1001,22000
M.mixed[205],0.1704,0.376,0.002673,0,0,1,1001,22000
M.mixed[206],0.07382,0.2615,0.001892,0,0,1,1001,22000
M.mixed[207],0.3312,0.4707,0.003439,0,0,1,1001,22000
M.mixed[208],0.5358,0.4987,0.003151,0,1,1,1001,22000
M.mixed[209],0.9349,0.2468,0.001559,0,1,1,1001,22000
M.mixed[210],0.7119,0.4529,0.00319,0,1,1,1001,22000
M.mixed[211],0.6724,0.4694,0.003563,0,1,1,1001,22000
M.mixed[212],0.8485,0.3585,0.002215,0,1,1,1001,22000
M.mixed[213],0.7706,0.4205,0.002819,0,1,1,1001,22000
M.mixed[214],0.7687,0.4217,0.002837,0,1,1,1001,22000
M.mixed[215],0.06645,0.2491,0.001726,0,0,1,1001,22000
M.mixed[216],0.973,0.1622,0.001109,0,1,1,1001,22000
M.mixed[217],0.4137,0.4925,0.003512,0,0,1,1001,22000
M.mixed[218],0.3379,0.473,0.00326,0,0,1,1001,22000
M.mixed[219],0.463,0.4986,0.003675,0,0,1,1001,22000
M.mixed[220],0.08745,0.2825,0.001866,0,0,1,1001,22000
M.mixed[221],0.2909,0.4542,0.002844,0,0,1,1001,22000
M.mixed[222],0.4915,0.4999,0.003794,0,0,1,1001,22000
M.mixed[223],0.5163,0.4997,0.003356,0,1,1,1001,22000
M.mixed[224],0.2167,0.412,0.002781,0,0,1,1001,22000
M.mixed[225],0.09595,0.2945,0.002103,0,0,1,1001,22000
M.mixed[226],0.1338,0.3405,0.002355,0,0,1,1001,22000
M.mixed[227],0.1297,0.336,0.002199,0,0,1,1001,22000
M.mixed[228],0.846,0.3609,0.002485,0,1,1,1001,22000
M.mixed[229],0.5317,0.499,0.0031,0,1,1,1001,22000
M.mixed[230],0.5308,0.499,0.003661,0,1,1,1001,22000
M.mixed[231],0.2755,0.4468,0.003014,0,0,1,1001,22000
M.mixed[232],0.436,0.4959,0.003585,0,0,1,1001,22000
M.mixed[233],0.1583,0.365,0.002494,0,0,1,1001,22000
M.mixed[234],0.5405,0.4984,0.003655,0,1,1,1001,22000
M.mixed[235],0.3126,0.4635,0.003314,0,0,1,1001,22000
M.mixed[236],0.105,0.3066,0.002178,0,0,1,1001,22000
M.mixed[237],0.1096,0.3124,0.002007,0,0,1,1001,22000
M.mixed[238],0.2342,0.4235,0.002724,0,0,1,1001,22000
M.mixed[239],0.44,0.4964,0.003726,0,0,1,1001,22000
M.mixed[240],0.4816,0.4997,0.003661,0,0,1,1001,22000
M.mixed[241],0.2596,0.4384,0.002876,0,0,1,1001,22000
M.mixed[242],0.411,0.492,0.003542,0,0,1,1001,22000
M.mixed[243],0.1686,0.3744,0.002513,0,0,1,1001,22000
M.mixed[244],0.7039,0.4566,0.002978,0,1,1,1001,22000
M.mixed[245],0.7494,0.4334,0.00292,0,1,1,1001,22000
M.mixed[246],0.6519,0.4764,0.003526,0,1,1,1001,22000
M.mixed[247],0.3707,0.483,0.003213,0,0,1,1001,22000
M.mixed[248],0.429,0.4949,0.003264,0,0,1,1001,22000
M.mixed[249],0.8123,0.3905,0.002786,0,1,1,1001,22000
M.mixed[250],0.3336,0.4715,0.00328,0,0,1,1001,22000
M.mixed[251],0.8465,0.3604,0.002263,0,1,1,1001,22000
M.mixed[252],0.3206,0.4667,0.003198,0,0,1,1001,22000
M.mixed[253],0.6533,0.4759,0.003367,0,1,1,1001,22000
M.mixed[254],0.1659,0.372,0.0024,0,0,1,1001,22000
M.mixed[255],0.2474,0.4315,0.002677,0,0,1,1001,22000
M.mixed[256],0.09727,0.2963,0.002058,0,0,1,1001,22000
M.mixed[257],0.5523,0.4973,0.003873,0,1,1,1001,22000
M.mixed[258],0.5721,0.4948,0.003413,0,1,1,1001,22000
M.mixed[259],0.6904,0.4623,0.003397,0,1,1,1001,22000
M.mixed[260],0.1044,0.3058,0.002109,0,0,1,1001,22000
M.mixed[261],0.09627,0.295,0.002001,0,0,1,1001,22000
M.mixed[262],0.5479,0.4977,0.003544,0,1,1,1001,22000
M.mixed[263],0.395,0.4889,0.003624,0,0,1,1001,22000
M.mixed[264],0.4541,0.4979,0.003168,0,0,1,1001,22000
M.mixed[265],0.4823,0.4997,0.003437,0,0,1,1001,22000
M.mixed[266],0.1495,0.3566,0.002577,0,0,1,1001,22000
M.mixed[267],0.2738,0.4459,0.003076,0,0,1,1001,22000
M.mixed[268],0.1691,0.3749,0.002379,0,0,1,1001,22000
M.mixed[269],0.1478,0.3549,0.002671,0,0,1,1001,22000
M.mixed[270],0.962,0.1913,0.001331,0,1,1,1001,22000
M.mixed[271],0.5918,0.4915,0.003613,0,1,1,1001,22000
M.mixed[272],0.06909,0.2536,0.001656,0,0,1,1001,22000
M.mixed[273],0.1923,0.3941,0.002867,0,0,1,1001,22000
M.mixed[274],0.7948,0.4039,0.002915,0,1,1,1001,22000
M.mixed[275],0.1836,0.3872,0.002668,0,0,1,1001,22000
M.mixed[276],0.26,0.4386,0.003064,0,0,1,1001,22000
M.mixed[277],0.2292,0.4203,0.002707,0,0,1,1001,22000
M.mixed[278],0.4874,0.4998,0.003108,0,0,1,1001,22000
M.mixed[279],0.9219,0.2683,0.001979,0,1,1,1001,22000
M.mixed[280],0.1454,0.3525,0.002254,0,0,1,1001,22000
M.mixed[281],0.3637,0.4811,0.003457,0,0,1,1001,22000
M.mixed[282],0.4359,0.4959,0.003048,0,0,1,1001,22000
M.mixed[283],0.6561,0.475,0.003616,0,1,1,1001,22000
M.mixed[284],0.5235,0.4994,0.003367,0,1,1,1001,22000
M.mixed[285],0.1255,0.3312,0.002054,0,0,1,1001,22000
M.mixed[286],0.2097,0.4071,0.002677,0,0,1,1001,22000
M.mixed[287],0.1652,0.3714,0.00271,0,0,1,1001,22000
M.mixed[288],0.1132,0.3169,0.002008,0,0,1,1001,22000
M.mixed[289],0.1754,0.3803,0.002671,0,0,1,1001,22000
M.mixed[290],0.2792,0.4486,0.003207,0,0,1,1001,22000
M.mixed[291],0.1281,0.3342,0.002194,0,0,1,1001,22000
M.mixed[292],0.453,0.4978,0.003507,0,0,1,1001,22000
M.mixed[293],0.3223,0.4674,0.003387,0,0,1,1001,22000
M.mixed[294],0.07041,0.2558,0.00166,0,0,1,1001,22000
M.mixed[295],0.09977,0.2997,0.001958,0,0,1,1001,22000
M.mixed[296],0.05555,0.229,0.001489,0,0,1,1001,22000
M.mixed[297],0.4539,0.4979,0.003705,0,0,1,1001,22000
M.mixed[298],0.9993,0.02696,1.87E-04,1,1,1,1001,22000
M.mixed[299],0.3748,0.4841,0.003219,0,0,1,1001,22000
M.mixed[300],0.3112,0.463,0.003159,0,0,1,1001,22000
M.mixed[301],0.04736,0.2124,0.001477,0,0,1,1001,22000
M.mixed[302],0.6388,0.4804,0.00365,0,1,1,1001,22000
M.mixed[303],0.301,0.4587,0.002899,0,0,1,1001,22000
M.mixed[304],0.5391,0.4985,0.003659,0,1,1,1001,22000
M.mixed[305],0.1439,0.351,0.002437,0,0,1,1001,22000
M.mixed[306],0.008864,0.09373,6.60E-04,0,0,0,1001,22000
M.mixed[307],0.05482,0.2276,0.001549,0,0,1,1001,22000
M.mixed[308],0.764,0.4246,0.002828,0,1,1,1001,22000
M.mixed[309],0.3754,0.4842,0.003142,0,0,1,1001,22000
M.mixed[310],0.05591,0.2297,0.001592,0,0,1,1001,22000
M.mixed[311],0.6594,0.4739,0.003549,0,1,1,1001,22000
M.mixed[312],0.364,0.4812,0.003423,0,0,1,1001,22000
M.mixed[313],0.656,0.475,0.003568,0,1,1,1001,22000
M.mixed[314],0.9074,0.2899,0.002058,0,1,1,1001,22000
M.mixed[315],0.5535,0.4971,0.003612,0,1,1,1001,22000
M.mixed[316],0.9735,0.1608,0.001167,0,1,1,1001,22000
M.mixed[317],0.5871,0.4924,0.003336,0,1,1,1001,22000
M.mixed[318],0.8471,0.3599,0.002573,0,1,1,1001,22000
M.mixed[319],0.9322,0.2514,0.001706,0,1,1,1001,22000
M.mixed[320],0.5337,0.4989,0.003567,0,1,1,1001,22000
M.mixed[321],0.6385,0.4804,0.003638,0,1,1,1001,22000
M.mixed[322],0.3239,0.4679,0.003191,0,0,1,1001,22000
M.mixed[323],0.195,0.3962,0.002582,0,0,1,1001,22000
M.mixed[324],0.6998,0.4583,0.003107,0,1,1,1001,22000
M.mixed[325],0.7058,0.4557,0.003235,0,1,1,1001,22000
M.mixed[326],0.6376,0.4807,0.003194,0,1,1,1001,22000
M.mixed[327],0.2266,0.4186,0.002882,0,0,1,1001,22000
M.mixed[328],0.9149,0.2791,0.00184,0,1,1,1001,22000
M.mixed[329],0.5502,0.4975,0.003332,0,1,1,1001,22000
M.mixed[330],0.3874,0.4872,0.003252,0,0,1,1001,22000
M.mixed[331],0.1585,0.3652,0.002738,0,0,1,1001,22000
M.mixed[332],0.7926,0.4054,0.002733,0,1,1,1001,22000
M.mixed[333],0.875,0.3307,0.002472,0,1,1,1001,22000
M.mixed[334],0.8154,0.388,0.002599,0,1,1,1001,22000
M.mixed[335],0.453,0.4978,0.003653,0,0,1,1001,22000
M.mixed[336],0.7222,0.4479,0.003347,0,1,1,1001,22000
M.mixed[337],0.6691,0.4705,0.003556,0,1,1,1001,22000
M.mixed[338],0.4374,0.4961,0.003237,0,0,1,1001,22000
M.mixed[339],0.3568,0.479,0.003097,0,0,1,1001,22000
M.mixed[340],0.312,0.4633,0.003229,0,0,1,1001,22000
M.mixed[341],0.7152,0.4513,0.003141,0,1,1,1001,22000
M.mixed[342],0.9162,0.277,0.001969,0,1,1,1001,22000
M.mixed[343],0.414,0.4925,0.003758,0,0,1,1001,22000
M.mixed[344],0.1149,0.3189,0.002312,0,0,1,1001,22000
M.mixed[345],0.9426,0.2325,0.001697,0,1,1,1001,22000
M.mixed[346],0.8939,0.308,0.002174,0,1,1,1001,22000
M.mixed[347],0.678,0.4672,0.003332,0,1,1,1001,22000
M.mixed[348],0.396,0.4891,0.00331,0,0,1,1001,22000
M.mixed[349],0.4623,0.4986,0.003363,0,0,1,1001,22000
M.mixed[350],0.063,0.243,0.001594,0,0,1,1001,22000
M.mixed[351],0.8217,0.3827,0.002723,0,1,1,1001,22000
M.mixed[352],0.5285,0.4992,0.003909,0,1,1,1001,22000
M.mixed[353],0.4068,0.4912,0.00311,0,0,1,1001,22000
M.mixed[354],0.9731,0.1618,0.001105,0,1,1,1001,22000
M.mixed[355],0.8823,0.3222,0.002368,0,1,1,1001,22000
M.mixed[356],0.07618,0.2653,0.001933,0,0,1,1001,22000
M.mixed[357],0.2389,0.4264,0.002895,0,0,1,1001,22000
M.mixed[358],0.3053,0.4605,0.003099,0,0,1,1001,22000
M.mixed[359],0.2843,0.4511,0.003106,0,0,1,1001,22000
M.mixed[360],0.7806,0.4138,0.002779,0,1,1,1001,22000
M.mixed[361],0.8631,0.3437,0.002386,0,1,1,1001,22000
M.mixed[362],0.7963,0.4028,0.002718,0,1,1,1001,22000
M.mixed[363],0.891,0.3116,0.002245,0,1,1,1001,22000
M.mixed[364],0.3136,0.464,0.002845,0,0,1,1001,22000
M.mixed[365],0.08468,0.2784,0.001935,0,0,1,1001,22000
M.mixed[366],0.1963,0.3972,0.002551,0,0,1,1001,22000
M.mixed[367],0.6999,0.4583,0.003179,0,1,1,1001,22000
M.mixed[368],0.3127,0.4636,0.002768,0,0,1,1001,22000
M.mixed[369],0.1671,0.3731,0.002557,0,0,1,1001,22000
M.mixed[370],0.2484,0.4321,0.002836,0,0,1,1001,22000
M.mixed[371],0.6841,0.4649,0.0032,0,1,1,1001,22000
M.mixed[372],0.5319,0.499,0.003562,0,1,1,1001,22000
M.mixed[373],0.1,0.3,0.002161,0,0,1,1001,22000
M.mixed[374],0.1099,0.3128,0.002063,0,0,1,1001,22000
M.mixed[375],0.3855,0.4867,0.003474,0,0,1,1001,22000
M.mixed[376],0.8822,0.3223,0.002357,0,1,1,1001,22000
M.mixed[377],0.4893,0.4999,0.00366,0,0,1,1001,22000
M.mixed[378],0.1057,0.3075,0.002287,0,0,1,1001,22000
M.mixed[379],0.8554,0.3517,0.002538,0,1,1,1001,22000
M.mixed[380],0.545,0.498,0.003657,0,1,1,1001,22000
M.mixed[381],0.6298,0.4829,0.0033,0,1,1,1001,22000
M.mixed[382],0.1365,0.3433,0.002256,0,0,1,1001,22000
M.mixed[383],0.5716,0.4948,0.003415,0,1,1,1001,22000
M.mixed[384],0.4784,0.4995,0.00328,0,0,1,1001,22000
M.mixed[385],0.1615,0.3679,0.002461,0,0,1,1001,22000
M.mixed[386],0.04268,0.2021,0.001355,0,0,1,1001,22000
M.mixed[387],0.6889,0.463,0.003216,0,1,1,1001,22000
M.mixed[388],0.637,0.4809,0.003361,0,1,1,1001,22000
M.mixed[389],0.9158,0.2777,0.00193,0,1,1,1001,22000
M.mixed[390],0.3869,0.487,0.003513,0,0,1,1001,22000
M.mixed[391],0.4213,0.4938,0.003613,0,0,1,1001,22000
M.mixed[392],0.4975,0.5,0.003498,0,0,1,1001,22000
M.mixed[393],0.1298,0.3361,0.002513,0,0,1,1001,22000
M.mixed[394],0.1394,0.3463,0.002313,0,0,1,1001,22000
M.mixed[395],0.04886,0.2156,0.001528,0,0,1,1001,22000
M.mixed[396],0.02509,0.1564,0.001065,0,0,1,1001,22000
M.mixed[397],0.2098,0.4072,0.002791,0,0,1,1001,22000
M.mixed[398],0.143,0.3501,0.002482,0,0,1,1001,22000
M.mixed[399],0.09691,0.2958,0.002046,0,0,1,1001,22000
M.mixed[400],0.06405,0.2448,0.001717,0,0,1,1001,22000
M.mixed[401],0.2872,0.4524,0.003103,0,0,1,1001,22000
M.mixed[402],0.9813,0.1354,8.66E-04,1,1,1,1001,22000
